stamp_s,max_abs_position_error_rad,rms_position_error_rad,joint_1_reference_rad,joint_1_feedback_rad,joint_1_error_rad,joint_2_reference_rad,joint_2_feedback_rad,joint_2_error_rad,joint_3_reference_rad,joint_3_feedback_rad,joint_3_error_rad,joint_4_reference_rad,joint_4_feedback_rad,joint_4_error_rad,joint_5_reference_rad,joint_5_feedback_rad,joint_5_error_rad,joint_6_reference_rad,joint_6_feedback_rad,joint_6_error_rad
2.500000000,0.004722193,0.002802441,0.003446016,0.000073983,0.003372033,-0.800207196,-0.799339633,-0.000867562,1.201847310,1.197125117,0.004722193,0.001443225,-0.000699769,0.002142995,0.800110797,0.801064940,-0.000954143,0.001228856,0.003911555,-0.002682699
2.504000000,0.006548498,0.003142655,0.003446016,0.001555200,0.001890816,-0.800207196,-0.799779333,-0.000427863,1.201847310,1.199747773,0.002099537,0.001443225,0.001047284,0.000395942,0.800110797,0.797273230,0.002837567,0.001228856,-0.005319642,0.006548498
2.508000000,0.004452802,0.002273705,0.003446016,0.002901872,0.000544144,-0.800207196,-0.799340152,-0.000867044,1.201847310,1.200063432,0.001783878,0.001443225,-0.000399287,0.001842512,0.800110797,0.804563598,-0.004452802,0.001228856,0.003117249,-0.001888393
2.512000000,0.014600213,0.006631753,0.003446016,0.003799895,-0.000353879,-0.800207196,-0.798882436,-0.001324759,1.201847310,1.201126363,0.000720946,0.001443225,-0.005499050,0.006942275,0.800110797,0.799765115,0.000345682,0.001228856,0.015829069,-0.014600213
2.516000000,0.007339686,0.003264546,0.003446016,0.003870897,-0.000424881,-0.800207196,-0.798302324,-0.001904872,1.201847310,1.199825016,0.002022293,0.001443225,0.001231483,0.000211743,0.800110797,0.807450482,-0.007339686,0.001228856,0.002687970,-0.001459114
2.520000000,0.013129132,0.005657102,0.003446016,0.003728057,-0.000282041,-0.800207196,-0.798153025,-0.002054170,1.201847310,1.200445257,0.001402053,0.001443225,-0.001614063,0.003057288,0.800110797,0.802118474,-0.002007677,0.001228856,0.014357988,-0.013129132
2.524000000,0.003124912,0.002161282,0.003446016,0.002937668,0.000508348,-0.800207196,-0.798149765,-0.002057431,1.201847310,1.200391779,0.001455531,0.001443225,0.003412446,-0.001969220,0.800110797,0.797322621,0.002788176,0.001228856,0.004353768,-0.003124912
2.528000000,0.005658968,0.003134577,0.003446016,0.001882729,0.001563288,-0.800207196,-0.797995918,-0.002211278,1.201847310,1.199220991,0.002626319,0.001443225,0.003650086,-0.002206860,0.800110797,0.802908672,-0.002797876,0.001228856,-0.004430112,0.005658968
2.532000000,0.005660389,0.003311094,0.003446016,0.000598600,0.002847416,-0.800207196,-0.798219440,-0.001987756,1.201847310,1.199530882,0.002316428,0.001443225,-0.001713946,0.003157171,0.800110797,0.797591364,0.002519433,0.001228856,0.006889245,-0.005660389
2.536000000,0.007539713,0.004804108,0.003446016,-0.001350906,0.004796922,-0.800207196,-0.798301705,-0.001905490,1.201847310,1.197562384,0.004284926,0.001443225,0.004761064,-0.003317839,0.800110797,0.805172365,-0.005061569,0.001228856,-0.006310857,0.007539713
2.541000000,0.006200255,0.003719192,0.003446016,-0.002754239,0.006200255,-0.800207196,-0.798782852,-0.001424344,1.201847310,1.197728774,0.004118536,0.001443225,0.000166000,0.001277225,0.800110797,0.799453499,0.000657297,0.001228856,0.006076199,-0.004847343
