step_index,status,duration_sec,commanded_axis,max_step_distance_m,measured_contact_link_x,measured_contact_link_y,measured_contact_link_z,estimated_clearance_m,force_n,torque_nm,contact_gate_triggered,emergency_stop_triggered,joint_state_snapshot,raw_contact_topic_available,raw_contact_message_count,raw_contact_count,robot_pad_contact_count,raw_contact_pairs_sample,robot_contact_pairs_sample,max_contact_depth_m
1,succeeded,2.169048,vertical_negative_z,0.004000,0.805728,-0.265015,1.069435,-0.002000,0.091286,0.000000,true,false,joint_1=0.011813589;joint_2=-0.809322657;joint_3=1.194477678;joint_4=0.001860868;joint_5=0.810096219;joint_6=0.041757490,true,3767,4144,754,proposal_v2_9_non_overlapping_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_9_non_overlapping_contact::link_4::link_4_collision|proposal_v2_9_non_overlapping_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_9_non_overlapping_contact::link_5::link_5_collision,proposal_v2_9_non_overlapping_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_9_non_overlapping_contact::link_4::link_4_collision|proposal_v2_9_non_overlapping_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_9_non_overlapping_contact::link_5::link_5_collision,0.018261181
