step_index,force_n,torque_nm,contact_detection_force_threshold_n,contact_validation_min_force_n,raw_contact_topic_available,raw_contact_message_count,raw_contact_count,robot_pad_contact_count,raw_contact_pairs_sample,robot_contact_pairs_sample,max_contact_depth_m,desired_contact_force_upper_n,contact_gate_triggered,within_desired_contact_band,emergency_stop_triggered
1,0.091286,0.000000,0.020000,0.020000,true,3767,4144,754,proposal_v2_9_non_overlapping_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_9_non_overlapping_contact::link_4::link_4_collision|proposal_v2_9_non_overlapping_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_9_non_overlapping_contact::link_5::link_5_collision,proposal_v2_9_non_overlapping_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_9_non_overlapping_contact::link_4::link_4_collision|proposal_v2_9_non_overlapping_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_9_non_overlapping_contact::link_5::link_5_collision,0.018261181,3.000000,true,true,false
