elapsed_sec,level,status
42.063400360,WARNING,WARNING: waiting for first /joint_states message
42.263501259,WARNING,WARNING: waiting for first /joint_states message
42.464036358,WARNING,WARNING: waiting for first /joint_states message
42.663899157,WARNING,WARNING: waiting for first /joint_states message
42.863427057,WARNING,WARNING: waiting for first /joint_states message
43.063510556,WARNING,WARNING: waiting for first /joint_states message
43.263671755,WARNING,WARNING: waiting for first /joint_states message
43.463920954,WARNING,WARNING: waiting for first /joint_states message
43.663563454,WARNING,WARNING: waiting for first /joint_states message
43.863935753,WARNING,WARNING: waiting for first /joint_states message
44.063986952,WARNING,WARNING: waiting for first /joint_states message
44.264018051,WARNING,WARNING: waiting for first /joint_states message
44.464505551,WARNING,WARNING: waiting for first /joint_states message
44.663446350,WARNING,WARNING: waiting for first /joint_states message
44.863844449,WARNING,WARNING: waiting for first /joint_states message
45.066003849,WARNING,WARNING: waiting for first /joint_states message
45.263806148,WARNING,WARNING: waiting for first /joint_states message
45.463429547,WARNING,WARNING: waiting for first /joint_states message
45.663453046,WARNING,WARNING: waiting for first /joint_states message
45.863790146,WARNING,WARNING: waiting for first /joint_states message
46.063447545,WARNING,WARNING: waiting for first /joint_states message
46.263448444,WARNING,WARNING: waiting for first /joint_states message
46.463465543,WARNING,WARNING: waiting for first /joint_states message
46.663489143,WARNING,WARNING: waiting for first /joint_states message
46.864546442,WARNING,WARNING: waiting for first /joint_states message
47.064165141,WARNING,WARNING: waiting for first /joint_states message
47.263638041,WARNING,WARNING: waiting for first /joint_states message
47.463467340,WARNING,WARNING: waiting for first /joint_states message
47.663422039,WARNING,WARNING: waiting for first /joint_states message
47.863765238,WARNING,WARNING: waiting for first /joint_states message
48.063423738,WARNING,WARNING: waiting for first /joint_states message
48.263668937,WARNING,WARNING: waiting for first /joint_states message
48.465352136,WARNING,WARNING: waiting for first /joint_states message
48.663487135,WARNING,WARNING: waiting for first /joint_states message
48.864167135,WARNING,WARNING: waiting for first /joint_states message
49.066703334,WARNING,WARNING: waiting for first /joint_states message
49.264131433,WARNING,WARNING: waiting for first /joint_states message
49.463439533,WARNING,WARNING: waiting for first /joint_states message
49.663489432,WARNING,WARNING: waiting for first /joint_states message
49.864279532,WARNING,WARNING: waiting for first /joint_states message
50.063654331,WARNING,WARNING: waiting for first /joint_states message
50.263448331,WARNING,WARNING: waiting for first /joint_states message
50.463554531,WARNING,WARNING: waiting for first /joint_states message
50.663418030,WARNING,WARNING: waiting for first /joint_states message
50.863582930,WARNING,WARNING: waiting for first /joint_states message
51.063435429,WARNING,WARNING: waiting for first /joint_states message
51.263432229,WARNING,WARNING: waiting for first /joint_states message
51.463445128,WARNING,WARNING: waiting for first /joint_states message
51.663447828,WARNING,WARNING: waiting for first /joint_states message
51.863469527,WARNING,WARNING: waiting for first /joint_states message
52.072602527,WARNING,WARNING: waiting for first /joint_states message
52.263932026,WARNING,WARNING: waiting for first /joint_states message
52.463508526,WARNING,WARNING: waiting for first /joint_states message
52.663469125,WARNING,WARNING: waiting for first /joint_states message
52.863441725,WARNING,WARNING: waiting for first /joint_states message
53.063628024,WARNING,WARNING: waiting for first /joint_states message
53.263490224,WARNING,WARNING: waiting for first /joint_states message
53.463560023,WARNING,WARNING: waiting for first /joint_states message
53.663462823,WARNING,WARNING: waiting for first /joint_states message
53.863526222,WARNING,WARNING: waiting for first /joint_states message
54.063433422,WARNING,WARNING: waiting for first /joint_states message
54.263418321,WARNING,WARNING: waiting for first /joint_states message
54.463469221,WARNING,WARNING: waiting for first /joint_states message
54.663597320,WARNING,WARNING: waiting for first /joint_states message
54.863649820,WARNING,WARNING: waiting for first /joint_states message
55.065143719,WARNING,WARNING: waiting for first /joint_states message
55.263465719,WARNING,WARNING: waiting for first /joint_states message
55.463531719,WARNING,WARNING: waiting for first /joint_states message
55.663466018,WARNING,WARNING: waiting for first /joint_states message
55.863351218,WARNING,WARNING: waiting for first /joint_states message
56.063760817,WARNING,WARNING: waiting for first /joint_states message
56.270724817,WARNING,WARNING: waiting for first /joint_states message
56.463431416,WARNING,WARNING: waiting for first /joint_states message
56.663556216,WARNING,WARNING: waiting for first /joint_states message
56.864098315,WARNING,WARNING: waiting for first /joint_states message
57.065180815,WARNING,WARNING: waiting for first /joint_states message
57.263555014,WARNING,WARNING: waiting for first /joint_states message
57.463897314,WARNING,WARNING: waiting for first /joint_states message
57.664057813,WARNING,WARNING: waiting for first /joint_states message
57.863653013,WARNING,WARNING: waiting for first /joint_states message
58.063654813,WARNING,WARNING: waiting for first /joint_states message
58.263683612,WARNING,WARNING: waiting for first /joint_states message
58.467094312,WARNING,WARNING: waiting for first /joint_states message
58.663559511,WARNING,WARNING: waiting for first /joint_states message
58.863507811,WARNING,WARNING: waiting for first /joint_states message
59.063614610,WARNING,WARNING: waiting for first /joint_states message
59.263412410,WARNING,WARNING: waiting for first /joint_states message
59.463463209,WARNING,WARNING: waiting for first /joint_states message
59.663446509,WARNING,WARNING: waiting for first /joint_states message
59.866733009,WARNING,WARNING: waiting for first /joint_states message
60.063717208,WARNING,WARNING: waiting for first /joint_states message
60.263420608,WARNING,WARNING: waiting for first /joint_states message
60.463844207,WARNING,WARNING: waiting for first /joint_states message
60.663661607,WARNING,WARNING: waiting for first /joint_states message
60.863488206,WARNING,WARNING: waiting for first /joint_states message
61.063469606,WARNING,WARNING: waiting for first /joint_states message
61.263614306,WARNING,WARNING: waiting for first /joint_states message
61.463580405,WARNING,WARNING: waiting for first /joint_states message
61.663458505,WARNING,WARNING: waiting for first /joint_states message
61.863662104,WARNING,WARNING: waiting for first /joint_states message
62.063390104,WARNING,WARNING: waiting for first /joint_states message
62.263382003,WARNING,WARNING: waiting for first /joint_states message
62.463663503,WARNING,WARNING: waiting for first /joint_states message
62.663406903,WARNING,WARNING: waiting for first /joint_states message
62.863456102,WARNING,WARNING: waiting for first /joint_states message
63.063479202,WARNING,WARNING: waiting for first /joint_states message
63.263736001,WARNING,WARNING: waiting for first /joint_states message
63.463492101,WARNING,WARNING: waiting for first /joint_states message
63.664678300,WARNING,WARNING: waiting for first /joint_states message
63.863466600,WARNING,WARNING: waiting for first /joint_states message
64.063482400,WARNING,WARNING: waiting for first /joint_states message
64.263989099,WARNING,WARNING: waiting for first /joint_states message
64.463443499,WARNING,WARNING: waiting for first /joint_states message
64.663481298,WARNING,WARNING: waiting for first /joint_states message
64.863862498,WARNING,WARNING: waiting for first /joint_states message
65.063461697,WARNING,WARNING: waiting for first /joint_states message
65.265605497,WARNING,WARNING: waiting for first /joint_states message
65.463698197,WARNING,WARNING: waiting for first /joint_states message
65.665421996,WARNING,WARNING: waiting for first /joint_states message
65.863995596,WARNING,WARNING: waiting for first /joint_states message
66.067366796,WARNING,WARNING: waiting for first /joint_states message
66.263586495,WARNING,WARNING: waiting for first /joint_states message
66.464439795,WARNING,WARNING: waiting for first /joint_states message
66.663675195,WARNING,WARNING: waiting for first /joint_states message
66.863413994,WARNING,WARNING: waiting for first /joint_states message
67.063465294,WARNING,WARNING: waiting for first /joint_states message
67.263593594,WARNING,WARNING: waiting for first /joint_states message
67.463479693,WARNING,WARNING: waiting for first /joint_states message
67.663766293,WARNING,WARNING: waiting for first /joint_states message
67.863476492,WARNING,WARNING: waiting for first /joint_states message
68.063580992,WARNING,WARNING: waiting for first /joint_states message
68.263614592,WARNING,WARNING: waiting for first /joint_states message
68.463528291,WARNING,WARNING: waiting for first /joint_states message
68.663452791,WARNING,WARNING: waiting for first /joint_states message
68.863865391,WARNING,WARNING: waiting for first /joint_states message
69.063502590,WARNING,WARNING: waiting for first /joint_states message
69.264001190,WARNING,WARNING: waiting for first /joint_states message
69.463422790,WARNING,WARNING: waiting for first /joint_states message
69.663435689,WARNING,WARNING: waiting for first /joint_states message
69.863459789,WARNING,WARNING: waiting for first /joint_states message
70.063419189,WARNING,WARNING: waiting for first /joint_states message
70.264029388,WARNING,WARNING: waiting for first /joint_states message
70.463755288,WARNING,WARNING: waiting for first /joint_states message
70.663673888,WARNING,WARNING: waiting for first /joint_states message
70.863397987,WARNING,WARNING: waiting for first /joint_states message
71.063405287,WARNING,WARNING: waiting for first /joint_states message
71.263780987,WARNING,WARNING: waiting for first /joint_states message
71.463511986,WARNING,WARNING: waiting for first /joint_states message
71.663433286,WARNING,WARNING: waiting for first /joint_states message
71.864903886,WARNING,WARNING: waiting for first /joint_states message
72.063453285,WARNING,WARNING: waiting for first /joint_states message
72.263624385,WARNING,WARNING: waiting for first /joint_states message
72.463833184,WARNING,WARNING: waiting for first /joint_states message
72.663682784,WARNING,WARNING: waiting for first /joint_states message
72.863729884,WARNING,WARNING: waiting for first /joint_states message
73.063433683,WARNING,WARNING: waiting for first /joint_states message
73.263757983,WARNING,WARNING: waiting for first /joint_states message
73.463406181,WARNING,WARNING: waiting for first /joint_states message
73.663427280,WARNING,WARNING: waiting for first /joint_states message
73.863459779,WARNING,WARNING: waiting for first /joint_states message
74.063435878,WARNING,WARNING: waiting for first /joint_states message
74.263424677,WARNING,WARNING: waiting for first /joint_states message
74.463595976,WARNING,WARNING: waiting for first /joint_states message
74.663680474,WARNING,WARNING: waiting for first /joint_states message
74.863790473,WARNING,WARNING: waiting for first /joint_states message
75.063459672,WARNING,WARNING: waiting for first /joint_states message
75.263770971,WARNING,WARNING: waiting for first /joint_states message
75.463712970,WARNING,WARNING: waiting for first /joint_states message
75.663684668,WARNING,WARNING: waiting for first /joint_states message
75.863753467,WARNING,WARNING: waiting for first /joint_states message
76.063484366,WARNING,WARNING: waiting for first /joint_states message
76.263854665,WARNING,WARNING: waiting for first /joint_states message
76.463596064,WARNING,WARNING: waiting for first /joint_states message
76.663443263,WARNING,WARNING: waiting for first /joint_states message
76.863435061,WARNING,WARNING: waiting for first /joint_states message
77.063597260,WARNING,WARNING: waiting for first /joint_states message
77.263855159,WARNING,WARNING: waiting for first /joint_states message
77.463613658,WARNING,WARNING: waiting for first /joint_states message
77.663650357,WARNING,WARNING: waiting for first /joint_states message
77.864221456,WARNING,WARNING: waiting for first /joint_states message
78.066277954,WARNING,WARNING: waiting for first /joint_states message
78.263688153,WARNING,WARNING: waiting for first /joint_states message
78.463460052,WARNING,WARNING: waiting for first /joint_states message
78.663473751,WARNING,WARNING: waiting for first /joint_states message
78.863477150,WARNING,WARNING: waiting for first /joint_states message
79.063736748,WARNING,WARNING: waiting for first /joint_states message
79.263446647,WARNING,WARNING: waiting for first /joint_states message
79.463447346,WARNING,WARNING: waiting for first /joint_states message
79.663695745,WARNING,WARNING: waiting for first /joint_states message
79.863482344,WARNING,WARNING: waiting for first /joint_states message
80.063586343,WARNING,WARNING: waiting for first /joint_states message
80.263695341,WARNING,WARNING: waiting for first /joint_states message
80.463672540,WARNING,WARNING: waiting for first /joint_states message
80.666875839,WARNING,WARNING: waiting for first /joint_states message
80.863682138,WARNING,WARNING: waiting for first /joint_states message
81.063436737,WARNING,WARNING: waiting for first /joint_states message
81.263590837,WARNING,WARNING: waiting for first /joint_states message
81.463501838,WARNING,WARNING: waiting for first /joint_states message
81.663463340,WARNING,WARNING: waiting for first /joint_states message
81.863466541,WARNING,WARNING: waiting for first /joint_states message
82.063427842,WARNING,WARNING: waiting for first /joint_states message
82.263666044,WARNING,WARNING: waiting for first /joint_states message
82.463461645,WARNING,WARNING: waiting for first /joint_states message
82.664350846,WARNING,WARNING: waiting for first /joint_states message
82.864446848,WARNING,WARNING: waiting for first /joint_states message
83.063464749,WARNING,WARNING: waiting for first /joint_states message
83.266282251,WARNING,WARNING: waiting for first /joint_states message
83.463704552,WARNING,WARNING: waiting for first /joint_states message
83.663453053,WARNING,WARNING: waiting for first /joint_states message
83.863863455,WARNING,WARNING: waiting for first /joint_states message
84.063412856,WARNING,WARNING: waiting for first /joint_states message
84.263626857,WARNING,WARNING: waiting for first /joint_states message
84.463785959,WARNING,WARNING: waiting for first /joint_states message
84.663432160,WARNING,WARNING: waiting for first /joint_states message
84.863675061,WARNING,WARNING: waiting for first /joint_states message
85.063830463,WARNING,WARNING: waiting for first /joint_states message
85.266351364,WARNING,WARNING: waiting for first /joint_states message
85.463606665,WARNING,WARNING: waiting for first /joint_states message
85.664824667,WARNING,WARNING: waiting for first /joint_states message
85.863671868,WARNING,WARNING: waiting for first /joint_states message
86.063844469,WARNING,WARNING: waiting for first /joint_states message
86.263433971,WARNING,WARNING: waiting for first /joint_states message
86.463474572,WARNING,WARNING: waiting for first /joint_states message
86.663431774,WARNING,WARNING: waiting for first /joint_states message
86.866339975,WARNING,WARNING: waiting for first /joint_states message
87.063330576,WARNING,WARNING: waiting for first /joint_states message
87.263473778,WARNING,WARNING: waiting for first /joint_states message
87.463473479,WARNING,WARNING: waiting for first /joint_states message
87.663506580,WARNING,WARNING: waiting for first /joint_states message
87.863399682,WARNING,WARNING: waiting for first /joint_states message
88.063422683,WARNING,WARNING: waiting for first /joint_states message
88.263474584,WARNING,WARNING: waiting for first /joint_states message
88.463400586,WARNING,WARNING: waiting for first /joint_states message
88.663416787,WARNING,WARNING: waiting for first /joint_states message
88.863410088,WARNING,WARNING: waiting for first /joint_states message
89.064222890,WARNING,WARNING: waiting for first /joint_states message
89.263755791,WARNING,WARNING: waiting for first /joint_states message
89.463768093,WARNING,WARNING: waiting for first /joint_states message
89.663429995,WARNING,WARNING: waiting for first /joint_states message
89.863662497,WARNING,WARNING: waiting for first /joint_states message
90.063399399,WARNING,WARNING: waiting for first /joint_states message
90.263417201,WARNING,WARNING: waiting for first /joint_states message
90.463474203,WARNING,WARNING: waiting for first /joint_states message
90.663495705,WARNING,WARNING: waiting for first /joint_states message
90.863498506,WARNING,WARNING: waiting for first /joint_states message
91.064076508,WARNING,WARNING: waiting for first /joint_states message
91.263776710,WARNING,WARNING: waiting for first /joint_states message
91.463492312,WARNING,WARNING: waiting for first /joint_states message
91.663501214,WARNING,WARNING: waiting for first /joint_states message
91.863437616,WARNING,WARNING: waiting for first /joint_states message
92.064498018,WARNING,WARNING: waiting for first /joint_states message
92.263661620,WARNING,WARNING: waiting for first /joint_states message
92.463499822,WARNING,WARNING: waiting for first /joint_states message
92.663433023,WARNING,WARNING: waiting for first /joint_states message
92.863706625,WARNING,WARNING: waiting for first /joint_states message
93.063494427,WARNING,WARNING: waiting for first /joint_states message
93.263595929,WARNING,WARNING: waiting for first /joint_states message
93.463487131,WARNING,WARNING: waiting for first /joint_states message
93.663413133,WARNING,WARNING: waiting for first /joint_states message
93.863423135,WARNING,WARNING: waiting for first /joint_states message
94.063865637,WARNING,WARNING: waiting for first /joint_states message
94.263644639,WARNING,WARNING: waiting for first /joint_states message
94.463727940,WARNING,WARNING: waiting for first /joint_states message
94.663438442,WARNING,WARNING: waiting for first /joint_states message
94.863772444,WARNING,WARNING: waiting for first /joint_states message
95.063596646,WARNING,WARNING: waiting for first /joint_states message
95.263792448,WARNING,WARNING: waiting for first /joint_states message
95.463616250,WARNING,WARNING: waiting for first /joint_states message
95.663742252,WARNING,WARNING: waiting for first /joint_states message
95.863474554,WARNING,WARNING: waiting for first /joint_states message
96.063602555,WARNING,WARNING: waiting for first /joint_states message
96.263522857,WARNING,WARNING: waiting for first /joint_states message
96.465007259,WARNING,WARNING: waiting for first /joint_states message
96.667609361,WARNING,WARNING: waiting for first /joint_states message
96.863430563,WARNING,WARNING: waiting for first /joint_states message
97.063794565,WARNING,WARNING: waiting for first /joint_states message
97.263477371,WARNING,WARNING: waiting for first /joint_states message
97.463992785,WARNING,WARNING: waiting for first /joint_states message
97.664224498,WARNING,WARNING: waiting for first /joint_states message
97.863444711,WARNING,WARNING: waiting for first /joint_states message
98.063660424,WARNING,WARNING: waiting for first /joint_states message
98.263606937,WARNING,WARNING: waiting for first /joint_states message
98.463741051,WARNING,WARNING: waiting for first /joint_states message
98.663651964,WARNING,WARNING: waiting for first /joint_states message
98.863391477,WARNING,WARNING: waiting for first /joint_states message
99.063614090,WARNING,WARNING: waiting for first /joint_states message
99.263420704,WARNING,WARNING: waiting for first /joint_states message
99.463423217,WARNING,WARNING: waiting for first /joint_states message
99.663491730,WARNING,WARNING: waiting for first /joint_states message
