elapsed_sec,frame_id,suggested_force_x_n,suggested_force_y_n,suggested_force_z_n,command_output_enabled
0.212,contact_frame,0.000000,0.000000,0.000000,false
0.411,contact_frame,0.000000,0.000000,0.000000,false
0.612,contact_frame,0.000000,0.000000,0.000000,false
0.811,contact_frame,0.000000,0.000000,0.000000,false
1.011,contact_frame,0.000000,0.000000,0.000000,false
1.212,contact_frame,0.000000,0.000000,0.000000,false
1.412,contact_frame,0.000000,0.000000,0.000000,false
1.612,contact_frame,0.000000,0.000000,0.000000,false
1.811,contact_frame,0.000000,0.000000,0.000000,false
2.011,contact_frame,0.000000,0.000000,0.000000,false
2.212,contact_frame,0.000000,0.000000,0.000000,false
2.412,contact_frame,0.000000,0.000000,0.000000,false
2.611,contact_frame,0.000000,0.000000,0.000000,false
2.812,contact_frame,0.000000,0.000000,0.000000,false
3.012,contact_frame,0.000000,0.000000,0.000000,false
3.212,contact_frame,0.000000,0.000000,0.000000,false
3.412,contact_frame,0.000000,0.000000,0.000000,false
3.612,contact_frame,0.000000,0.000000,0.000000,false
3.812,contact_frame,0.000000,0.000000,0.000000,false
4.012,contact_frame,0.000000,0.000000,0.000000,false
4.211,contact_frame,0.000000,0.000000,0.000000,false
4.411,contact_frame,0.000000,0.000000,0.000000,false
4.611,contact_frame,0.000000,0.000000,0.000000,false
4.811,contact_frame,0.000000,0.000000,0.000000,false
5.011,contact_frame,0.000000,0.000000,0.000000,false
5.468,contact_frame,0.000000,0.000000,0.000000,false
5.612,contact_frame,0.000000,0.000000,0.000000,false
5.811,contact_frame,0.000000,0.000000,0.000000,false
6.011,contact_frame,0.000000,0.000000,0.000000,false
6.214,contact_frame,0.000000,0.000000,0.000000,false
6.411,contact_frame,0.000000,0.000000,0.000000,false
6.611,contact_frame,0.000000,0.000000,0.000000,false
6.812,contact_frame,0.000000,0.000000,0.000000,false
7.011,contact_frame,0.000000,0.000000,0.000000,false
7.212,contact_frame,0.000000,0.000000,0.000000,false
7.412,contact_frame,0.000000,0.000000,0.000000,false
7.612,contact_frame,0.000000,0.000000,0.000000,false
7.812,contact_frame,0.000000,0.000000,0.000000,false
8.011,contact_frame,0.000000,0.000000,0.000000,false
8.212,contact_frame,0.000000,0.000000,0.000000,false
8.411,contact_frame,0.000000,0.000000,0.000000,false
8.612,contact_frame,0.000000,0.000000,0.000000,false
8.811,contact_frame,0.000000,0.000000,0.000000,false
9.012,contact_frame,0.000000,0.000000,0.000000,false
9.212,contact_frame,0.000000,0.000000,0.000000,false
9.412,contact_frame,0.000000,0.000000,0.000000,false
9.611,contact_frame,0.000000,0.000000,0.000000,false
9.812,contact_frame,0.000000,0.000000,0.000000,false
10.012,contact_frame,0.000000,0.000000,0.000000,false
10.211,contact_frame,0.000000,0.000000,0.000000,false
10.412,contact_frame,0.000000,0.000000,0.000000,false
10.612,contact_frame,0.000000,0.000000,0.000000,false
10.812,contact_frame,0.000000,0.000000,0.000000,false
11.013,contact_frame,0.000000,0.000000,0.000000,false
11.212,contact_frame,0.000000,0.000000,0.000000,false
11.411,contact_frame,0.000000,0.000000,0.000000,false
11.611,contact_frame,0.000000,0.000000,0.000000,false
11.811,contact_frame,0.000000,0.000000,0.000000,false
12.012,contact_frame,0.000000,0.000000,0.000000,false
