elapsed_sec,joint_name,position,velocity,effort
0.735192102,joint_1,-0.000000001,nan,nan
0.735192102,joint_2,-0.799999979,nan,nan
0.735192102,joint_3,1.200000004,nan,nan
0.735192102,joint_4,0.000000022,nan,nan
0.735192102,joint_5,0.799999979,nan,nan
0.735192102,joint_6,-0.000000003,nan,nan
0.762258002,joint_1,-0.000000001,nan,nan
0.762258002,joint_2,-0.799999981,nan,nan
0.762258002,joint_3,1.200000004,nan,nan
0.762258002,joint_4,0.000000020,nan,nan
0.762258002,joint_5,0.799999981,nan,nan
0.762258002,joint_6,-0.000000002,nan,nan
0.789981602,joint_1,-0.000000001,nan,nan
0.789981602,joint_2,-0.799999983,nan,nan
0.789981602,joint_3,1.200000003,nan,nan
0.789981602,joint_4,0.000000018,nan,nan
0.789981602,joint_5,0.799999983,nan,nan
0.789981602,joint_6,-0.000000002,nan,nan
0.818356602,joint_1,-0.000000001,nan,nan
0.818356602,joint_2,-0.799999985,nan,nan
0.818356602,joint_3,1.200000003,nan,nan
0.818356602,joint_4,0.000000016,nan,nan
0.818356602,joint_5,0.799999985,nan,nan
0.818356602,joint_6,-0.000000002,nan,nan
0.838242902,joint_1,-0.000000001,nan,nan
0.838242902,joint_2,-0.799999986,nan,nan
0.838242902,joint_3,1.200000003,nan,nan
0.838242902,joint_4,0.000000015,nan,nan
0.838242902,joint_5,0.799999986,nan,nan
0.838242902,joint_6,-0.000000002,nan,nan
0.864473002,joint_1,-0.000000001,nan,nan
0.864473002,joint_2,-0.799999988,nan,nan
0.864473002,joint_3,1.200000002,nan,nan
0.864473002,joint_4,0.000000013,nan,nan
0.864473002,joint_5,0.799999988,nan,nan
0.864473002,joint_6,-0.000000001,nan,nan
0.887471603,joint_1,-0.000000001,nan,nan
0.887471603,joint_2,-0.799999989,nan,nan
0.887471603,joint_3,1.200000002,nan,nan
0.887471603,joint_4,0.000000012,nan,nan
0.887471603,joint_5,0.799999989,nan,nan
0.887471603,joint_6,-0.000000001,nan,nan
0.912816803,joint_1,-0.000000001,nan,nan
0.912816803,joint_2,-0.799999990,nan,nan
0.912816803,joint_3,1.200000002,nan,nan
0.912816803,joint_4,0.000000011,nan,nan
0.912816803,joint_5,0.799999990,nan,nan
0.912816803,joint_6,-0.000000001,nan,nan
0.932601503,joint_1,-0.000000001,nan,nan
0.932601503,joint_2,-0.799999991,nan,nan
0.932601503,joint_3,1.200000002,nan,nan
0.932601503,joint_4,0.000000010,nan,nan
0.932601503,joint_5,0.799999991,nan,nan
0.932601503,joint_6,-0.000000001,nan,nan
0.958472503,joint_1,-0.000000001,nan,nan
0.958472503,joint_2,-0.799999992,nan,nan
0.958472503,joint_3,1.200000002,nan,nan
0.958472503,joint_4,0.000000009,nan,nan
0.958472503,joint_5,0.799999992,nan,nan
0.958472503,joint_6,-0.000000001,nan,nan
0.978985303,joint_1,-0.000000000,nan,nan
0.978985303,joint_2,-0.799999993,nan,nan
0.978985303,joint_3,1.200000001,nan,nan
0.978985303,joint_4,0.000000008,nan,nan
0.978985303,joint_5,0.799999993,nan,nan
0.978985303,joint_6,-0.000000001,nan,nan
0.999596903,joint_1,-0.000000000,nan,nan
0.999596903,joint_2,-0.799999993,nan,nan
0.999596903,joint_3,1.200000001,nan,nan
0.999596903,joint_4,0.000000007,nan,nan
0.999596903,joint_5,0.799999993,nan,nan
0.999596903,joint_6,-0.000000001,nan,nan
1.019367403,joint_1,-0.000000000,nan,nan
1.019367403,joint_2,-0.799999994,nan,nan
1.019367403,joint_3,1.200000001,nan,nan
1.019367403,joint_4,0.000000006,nan,nan
1.019367403,joint_5,0.799999994,nan,nan
1.019367403,joint_6,-0.000000001,nan,nan
1.040271603,joint_1,-0.000000000,nan,nan
1.040271603,joint_2,-0.799999995,nan,nan
1.040271603,joint_3,1.200000001,nan,nan
1.040271603,joint_4,0.000000006,nan,nan
1.040271603,joint_5,0.799999995,nan,nan
1.040271603,joint_6,-0.000000001,nan,nan
1.060181803,joint_1,-0.000000000,nan,nan
1.060181803,joint_2,-0.799999995,nan,nan
1.060181803,joint_3,1.200000001,nan,nan
1.060181803,joint_4,0.000000005,nan,nan
1.060181803,joint_5,0.799999995,nan,nan
1.060181803,joint_6,-0.000000001,nan,nan
1.084545303,joint_1,-0.000000000,nan,nan
1.084545303,joint_2,-0.799999996,nan,nan
1.084545303,joint_3,1.200000001,nan,nan
1.084545303,joint_4,0.000000005,nan,nan
1.084545303,joint_5,0.799999996,nan,nan
1.084545303,joint_6,-0.000000001,nan,nan
1.104412903,joint_1,-0.000000000,nan,nan
1.104412903,joint_2,-0.799999996,nan,nan
1.104412903,joint_3,1.200000001,nan,nan
1.104412903,joint_4,0.000000004,nan,nan
1.104412903,joint_5,0.799999996,nan,nan
1.104412903,joint_6,-0.000000000,nan,nan
1.124240503,joint_1,-0.000000000,nan,nan
1.124240503,joint_2,-0.799999997,nan,nan
1.124240503,joint_3,1.200000001,nan,nan
1.124240503,joint_4,0.000000004,nan,nan
1.124240503,joint_5,0.799999997,nan,nan
1.124240503,joint_6,-0.000000000,nan,nan
1.145763903,joint_1,-0.000000000,nan,nan
1.145763903,joint_2,-0.799999997,nan,nan
1.145763903,joint_3,1.200000001,nan,nan
1.145763903,joint_4,0.000000003,nan,nan
1.145763903,joint_5,0.799999997,nan,nan
1.145763903,joint_6,-0.000000000,nan,nan
1.165402503,joint_1,-0.000000000,nan,nan
1.165402503,joint_2,-0.799999997,nan,nan
1.165402503,joint_3,1.200000001,nan,nan
1.165402503,joint_4,0.000000003,nan,nan
1.165402503,joint_5,0.799999997,nan,nan
1.165402503,joint_6,-0.000000000,nan,nan
1.185871503,joint_1,-0.000000000,nan,nan
1.185871503,joint_2,-0.799999997,nan,nan
1.185871503,joint_3,1.200000001,nan,nan
1.185871503,joint_4,0.000000003,nan,nan
1.185871503,joint_5,0.799999997,nan,nan
1.185871503,joint_6,-0.000000000,nan,nan
1.205838703,joint_1,-0.000000000,nan,nan
1.205838703,joint_2,-0.799999998,nan,nan
1.205838703,joint_3,1.200000000,nan,nan
1.205838703,joint_4,0.000000002,nan,nan
1.205838703,joint_5,0.799999998,nan,nan
1.205838703,joint_6,-0.000000000,nan,nan
1.228359003,joint_1,-0.000000000,nan,nan
1.228359003,joint_2,-0.799999998,nan,nan
1.228359003,joint_3,1.200000000,nan,nan
1.228359003,joint_4,0.000000002,nan,nan
1.228359003,joint_5,0.799999998,nan,nan
1.228359003,joint_6,-0.000000000,nan,nan
1.252881803,joint_1,-0.000000000,nan,nan
1.252881803,joint_2,-0.799999998,nan,nan
1.252881803,joint_3,1.200000000,nan,nan
1.252881803,joint_4,0.000000002,nan,nan
1.252881803,joint_5,0.799999998,nan,nan
1.252881803,joint_6,-0.000000000,nan,nan
1.273338203,joint_1,-0.000000000,nan,nan
1.273338203,joint_2,-0.799999998,nan,nan
1.273338203,joint_3,1.200000000,nan,nan
1.273338203,joint_4,0.000000002,nan,nan
1.273338203,joint_5,0.799999998,nan,nan
1.273338203,joint_6,-0.000000000,nan,nan
1.295874204,joint_1,-0.000000000,nan,nan
1.295874204,joint_2,-0.799999999,nan,nan
1.295874204,joint_3,1.200000000,nan,nan
1.295874204,joint_4,0.000000002,nan,nan
1.295874204,joint_5,0.799999999,nan,nan
1.295874204,joint_6,-0.000000000,nan,nan
1.317011604,joint_1,-0.000000000,nan,nan
1.317011604,joint_2,-0.799999999,nan,nan
1.317011604,joint_3,1.200000000,nan,nan
1.317011604,joint_4,0.000000001,nan,nan
1.317011604,joint_5,0.799999999,nan,nan
1.317011604,joint_6,-0.000000000,nan,nan
1.338869104,joint_1,-0.000000000,nan,nan
1.338869104,joint_2,-0.799999999,nan,nan
1.338869104,joint_3,1.200000000,nan,nan
1.338869104,joint_4,0.000000001,nan,nan
1.338869104,joint_5,0.799999999,nan,nan
1.338869104,joint_6,-0.000000000,nan,nan
1.364196404,joint_1,-0.000000000,nan,nan
1.364196404,joint_2,-0.799999999,nan,nan
1.364196404,joint_3,1.200000000,nan,nan
1.364196404,joint_4,0.000000001,nan,nan
1.364196404,joint_5,0.799999999,nan,nan
1.364196404,joint_6,-0.000000000,nan,nan
1.385498204,joint_1,-0.000000000,nan,nan
1.385498204,joint_2,-0.799999999,nan,nan
1.385498204,joint_3,1.200000000,nan,nan
1.385498204,joint_4,0.000000001,nan,nan
1.385498204,joint_5,0.799999999,nan,nan
1.385498204,joint_6,-0.000000000,nan,nan
1.405398504,joint_1,-0.000000000,nan,nan
1.405398504,joint_2,-0.799999999,nan,nan
1.405398504,joint_3,1.200000000,nan,nan
1.405398504,joint_4,0.000000001,nan,nan
1.405398504,joint_5,0.799999999,nan,nan
1.405398504,joint_6,-0.000000000,nan,nan
1.431347404,joint_1,-0.000000000,nan,nan
1.431347404,joint_2,-0.799999999,nan,nan
1.431347404,joint_3,1.200000000,nan,nan
1.431347404,joint_4,0.000000001,nan,nan
1.431347404,joint_5,0.799999999,nan,nan
1.431347404,joint_6,-0.000000000,nan,nan
1.451002504,joint_1,-0.000000000,nan,nan
1.451002504,joint_2,-0.799999999,nan,nan
1.451002504,joint_3,1.200000000,nan,nan
1.451002504,joint_4,0.000000001,nan,nan
1.451002504,joint_5,0.799999999,nan,nan
1.451002504,joint_6,-0.000000000,nan,nan
