simulation_engine,control_interface,simulation_control_interface_used,compute_ik_available,planning_available,follow_joint_trajectory_available,gazebo_controller_verified,execution_endpoint_verified_simulation_only,real_robot_used
gazebo,/joint_trajectory_controller/follow_joint_trajectory,gz_ros2_control/GazeboSimSystem via joint_trajectory_controller,true,true,true,true,true,false
