stamp_s,max_abs_position_error_rad,rms_position_error_rad,joint_1_reference_rad,joint_1_feedback_rad,joint_1_error_rad,joint_2_reference_rad,joint_2_feedback_rad,joint_2_error_rad,joint_3_reference_rad,joint_3_feedback_rad,joint_3_error_rad,joint_4_reference_rad,joint_4_feedback_rad,joint_4_error_rad,joint_5_reference_rad,joint_5_feedback_rad,joint_5_error_rad,joint_6_reference_rad,joint_6_feedback_rad,joint_6_error_rad
2.108000000,0.010066912,0.005864357,0.002029767,-0.000493724,0.002523491,-0.799503449,-0.800243901,0.000740453,1.200965213,1.199228861,0.001736351,0.001242385,0.000776377,0.000466008,0.793270218,0.803337130,-0.010066912,0.007564761,-0.002174490,0.009739251
2.112000000,0.006746798,0.003639935,0.002029767,-0.001334764,0.003364531,-0.799503449,-0.799847038,0.000343589,1.200965213,1.200539966,0.000425246,0.001242385,-0.005504413,0.006746798,0.793270218,0.793400983,-0.000130765,0.007564761,0.012291220,-0.004726460
2.116000000,0.005487435,0.003355651,0.002029767,-0.001864386,0.003894153,-0.799503449,-0.798897466,-0.000605982,1.200965213,1.200740703,0.000224509,0.001242385,-0.003388043,0.004630428,0.793270218,0.792616392,0.000653827,0.007564761,0.002077326,0.005487435
2.120000000,0.007984389,0.004417767,0.002029767,-0.001763530,0.003793298,-0.799503449,-0.797722935,-0.001780513,1.200965213,1.200468154,0.000497059,0.001242385,-0.006742004,0.007984389,0.793270218,0.798009641,-0.004739423,0.007564761,0.011181524,-0.003616764
2.124000000,0.012422745,0.006322574,0.002029767,-0.001327421,0.003357188,-0.799503449,-0.797382908,-0.002120541,1.200965213,1.202594199,-0.001628987,0.001242385,-0.006581925,0.007824310,0.793270218,0.790844470,0.002425749,0.007564761,0.019987506,-0.012422745
2.128000000,0.004677373,0.002561770,0.002029767,-0.000658604,0.002688371,-0.799503449,-0.796927701,-0.002575747,1.200965213,1.202764786,-0.001799573,0.001242385,0.000634592,0.000607793,0.793270218,0.797947591,-0.004677373,0.007564761,0.007733580,-0.000168820
2.132000000,0.011890092,0.005440448,0.002029767,0.000097249,0.001932518,-0.799503449,-0.796759202,-0.002744246,1.200965213,1.204403786,-0.003438573,0.001242385,-0.002353040,0.003595425,0.793270218,0.792822828,0.000447390,0.007564761,0.019454853,-0.011890092
2.136000000,0.005532788,0.004099594,0.002029767,0.000327769,0.001701998,-0.799503449,-0.796380212,-0.003123236,1.200965213,1.204223287,-0.003258074,0.001242385,-0.004214382,0.005456767,0.793270218,0.798803007,-0.005532788,0.007564761,0.011710303,-0.004145543
2.140000000,0.015449703,0.008042096,0.002029767,0.000174875,0.001854892,-0.799503449,-0.796349596,-0.003153853,1.200965213,1.205215663,-0.004250450,0.001242385,-0.009608940,0.010851325,0.793270218,0.793662117,-0.000391899,0.007564761,0.023014463,-0.015449703
2.144000000,0.006002392,0.004445347,0.002029767,-0.000682413,0.002712180,-0.799503449,-0.796445363,-0.003058086,1.200965213,1.205313136,-0.004347923,0.001242385,-0.004760007,0.006002392,0.793270218,0.788972945,0.004297273,0.007564761,0.012899472,-0.005334711
2.150000000,0.005774873,0.003701102,0.002029767,-0.001803501,0.003833269,-0.799503449,-0.796374341,-0.003129108,1.200965213,1.204238733,-0.003273520,0.001242385,-0.004532488,0.005774873,0.793270218,0.794609316,-0.001339098,0.007564761,0.004123045,0.003441715
2.152000000,0.012668799,0.007035612,0.002029767,-0.002548477,0.004578244,-0.799503449,-0.796652019,-0.002851429,1.200965213,1.204733612,-0.003768400,0.001242385,-0.011426414,0.012668799,0.793270218,0.789001838,0.004268380,0.007564761,0.016224420,-0.008659659
2.156000000,0.007972742,0.004593501,0.002029767,-0.003085373,0.005115140,-0.799503449,-0.796754575,-0.002748873,1.200965213,1.202903858,-0.001938645,0.001242385,-0.006730358,0.007972742,0.793270218,0.796419611,-0.003149393,0.007564761,0.003610158,0.003954602
2.161000000,0.005164585,0.003173730,0.002029767,-0.003134818,0.005164585,-0.799503449,-0.797247391,-0.002256057,1.200965213,1.202405618,-0.001440405,0.001242385,-0.002859797,0.004102182,0.793270218,0.792546507,0.000723711,0.007564761,0.010605518,-0.003040757
2.165000000,0.013657419,0.006745318,0.002029767,-0.002557441,0.004587208,-0.799503449,-0.797586101,-0.001917347,1.200965213,1.201148073,-0.000182860,0.001242385,-0.005602460,0.006844844,0.793270218,0.797125958,-0.003855740,0.007564761,0.021222180,-0.013657419
2.168000000,0.004315475,0.002885006,0.002029767,-0.001728477,0.003758244,-0.799503449,-0.798262057,-0.001241392,1.200965213,1.200523157,0.000442055,0.001242385,-0.002600128,0.003842513,0.793270218,0.794101153,-0.000830935,0.007564761,0.011880235,-0.004315475
2.172000000,0.017506114,0.009394904,0.002029767,-0.000276200,0.002305967,-0.799503449,-0.799495537,-0.000007912,1.200965213,1.202458830,-0.001493618,0.001242385,-0.008969723,0.010212108,0.793270218,0.782721015,0.010549203,0.007564761,0.025070874,-0.017506114
2.176000000,0.004117725,0.002743929,0.002029767,0.000627644,0.001402123,-0.799503449,-0.800471395,0.000967946,1.200965213,1.201645970,-0.000680757,0.001242385,-0.002593303,0.003835688,0.793270218,0.790085816,0.003184402,0.007564761,0.011682486,-0.004117725
2.179000000,0.012793348,0.006096220,0.002029767,0.001212593,0.000817174,-0.799503449,-0.800720456,0.001217007,1.200965213,1.199803476,0.001161737,0.001242385,-0.003664884,0.004907269,0.793270218,0.798903498,-0.005633280,0.007564761,0.020358109,-0.012793348
2.184000000,0.010545509,0.005723614,0.002029767,0.001444836,0.000584931,-0.799503449,-0.800803536,0.001300087,1.200965213,1.200035940,0.000929273,0.001242385,-0.009303124,0.010545509,0.793270218,0.792668819,0.000601399,0.007564761,0.016625290,-0.009060529
2.188000000,0.005962439,0.003819140,0.002029767,0.000958926,0.001070841,-0.799503449,-0.800298891,0.000795442,1.200965213,1.198841742,0.002123471,0.001242385,-0.004720055,0.005962439,0.793270218,0.798088431,-0.004818213,0.007564761,0.002825500,0.004739260
2.192000000,0.010906006,0.005625319,0.002029767,0.000313428,0.001716339,-0.799503449,-0.799738809,0.000235360,1.200965213,1.200213535,0.000751678,0.001242385,-0.009663621,0.010906006,0.793270218,0.790529322,0.002740896,0.007564761,0.015300754,-0.007735994
2.196000000,0.006003710,0.003384936,0.002029767,-0.000980317,0.003010084,-0.799503449,-0.799234717,-0.000268732,1.200965213,1.200900790,0.000064423,0.001242385,-0.004761325,0.006003710,0.793270218,0.794438868,-0.001168650,0.007564761,0.002853127,0.004711634
2.200000000,0.009162556,0.005419161,0.002029767,-0.002429960,0.004459727,-0.799503449,-0.799136987,-0.000366462,1.200965213,1.203238676,-0.002273463,0.001242385,-0.007920171,0.009162556,0.793270218,0.788867167,0.004403051,0.007564761,0.014469282,-0.006904522
2.204000000,0.005903718,0.003970081,0.002029767,-0.003873951,0.005903718,-0.799503449,-0.798743557,-0.000759891,1.200965213,1.202909838,-0.001944626,0.001242385,-0.002506985,0.003749370,0.793270218,0.796533636,-0.003263418,0.007564761,0.002028636,0.005536124
2.208000000,0.008591254,0.005475819,0.002029767,-0.004506992,0.006536759,-0.799503449,-0.798670235,-0.000833214,1.200965213,1.204282094,-0.003316881,0.001242385,-0.007348869,0.008591254,0.793270218,0.791076052,0.002194166,0.007564761,0.014410077,-0.006845317
2.212000000,0.006925933,0.004623111,0.002029767,-0.004896165,0.006925933,-0.799503449,-0.798378150,-0.001125298,1.200965213,1.203223308,-0.002258095,0.001242385,-0.002418539,0.003660924,0.793270218,0.798593062,-0.005322844,0.007564761,0.001892895,0.005671866
2.216000000,0.008520325,0.005344262,0.002029767,-0.004564354,0.006594121,-0.799503449,-0.798456140,-0.001047309,1.200965213,1.204029024,-0.003063811,0.001242385,-0.007277940,0.008520325,0.793270218,0.793017252,0.000252966,0.007564761,0.014253604,-0.006688844
2.220000000,0.007154491,0.004808396,0.002029767,-0.004061685,0.006091452,-0.799503449,-0.798344291,-0.001159157,1.200965213,1.202540424,-0.001575211,0.001242385,-0.002342030,0.003584415,0.793270218,0.800424709,-0.007154491,0.007564761,0.001754552,0.005810208
2.224000000,0.008410272,0.004919237,0.002029767,-0.002904569,0.004934337,-0.799503449,-0.798618330,-0.000885118,1.200965213,1.203006534,-0.002041321,0.001242385,-0.007167887,0.008410272,0.793270218,0.794782189,-0.001511970,0.007564761,0.014112778,-0.006548018
2.228000000,0.005247183,0.003288942,0.002029767,-0.001594307,0.003624074,-0.799503449,-0.798997927,-0.000505522,1.200965213,1.202799967,-0.001834754,0.001242385,-0.004004798,0.005247183,0.793270218,0.789724631,0.003545587,0.007564761,0.004728752,0.002836009
2.232000000,0.008113100,0.004309716,0.002029767,0.000220926,0.001808842,-0.799503449,-0.799191213,-0.000312235,1.200965213,1.201578963,-0.000613750,0.001242385,-0.006870715,0.008113100,0.793270218,0.794285013,-0.001014795,0.007564761,0.013955661,-0.006390900
2.236000000,0.003668353,0.002209696,0.002029767,0.001583940,0.000445827,-0.799503449,-0.799746835,0.000243387,1.200965213,1.200867604,0.000097609,0.001242385,-0.002303006,0.003545391,0.793270218,0.791537472,0.001732746,0.007564761,0.003896408,0.003668353
2.240000000,0.004895465,0.003100925,0.002029767,0.002537911,-0.000508144,-0.799503449,-0.800186556,0.000683107,1.200965213,1.199404629,0.001560584,0.001242385,-0.003325610,0.004567994,0.793270218,0.796385024,-0.003114806,0.007564761,0.012460225,-0.004895465
2.244000000,0.010039102,0.004422017,0.002029767,0.003103203,-0.001073436,-0.799503449,-0.800719871,0.001216423,1.200965213,1.199993544,0.000971669,0.001242385,-0.008796717,0.010039102,0.793270218,0.789863231,0.003406988,0.007564761,0.008730179,-0.001165419
2.248000000,0.006679486,0.003513491,0.002029767,0.002958159,-0.000928391,-0.799503449,-0.800591936,0.001088487,1.200965213,1.199069730,0.001895483,0.001242385,-0.005437101,0.006679486,0.793270218,0.794594504,-0.001324286,0.007564761,0.012261447,-0.004696687
2.252000000,0.004170340,0.002395170,0.002029767,0.002332363,-0.000302596,-0.799503449,-0.800365028,0.000861580,1.200965213,1.199740443,0.001224769,0.001242385,-0.000099404,0.001341789,0.793270218,0.789679262,0.003590956,0.007564761,0.003394420,0.004170340
2.256000000,0.005230837,0.002763337,0.002029767,0.001530106,0.000499661,-0.799503449,-0.799500489,-0.000002960,1.200965213,1.200155543,0.000809670,0.001242385,-0.002876131,0.004118516,0.793270218,0.792503976,0.000766242,0.007564761,0.012795597,-0.005230837
2.260000000,0.008122414,0.003759095,0.002029767,0.000382335,0.001647432,-0.799503449,-0.798900905,-0.000602544,1.200965213,1.201722547,-0.000757334,0.001242385,-0.006880029,0.008122414,0.793270218,0.796734349,-0.003464130,0.007564761,0.005787030,0.001777731
2.264000000,0.004980413,0.003182610,0.002029767,-0.001333399,0.003363166,-0.799503449,-0.798702585,-0.000800863,1.200965213,1.203744936,-0.002779723,0.001242385,-0.003738028,0.004980413,0.793270218,0.793272413,-0.000002195,0.007564761,0.011600897,-0.004036136
2.268000000,0.014673205,0.007413807,0.002029767,-0.002657187,0.004686954,-0.799503449,-0.798239437,-0.001264012,1.200965213,1.204344241,-0.003379028,0.001242385,-0.006139626,0.007382011,0.793270218,0.798270926,-0.005000708,0.007564761,0.022237965,-0.014673205
2.272000000,0.005610707,0.004158349,0.002029767,-0.003580940,0.005610707,-0.799503449,-0.798047301,-0.001456147,1.200965213,1.205180428,-0.004215215,0.001242385,-0.003080440,0.004322825,0.793270218,0.795549386,-0.002279168,0.007564761,0.012903426,-0.005338666
2.276000000,0.007792606,0.004968482,0.002029767,-0.003818854,0.005848621,-0.799503449,-0.797964842,-0.001538607,1.200965213,1.206437134,-0.005471922,0.001242385,-0.006550221,0.007792606,0.793270218,0.788713589,0.004556629,0.007564761,0.007899013,-0.000334252
2.280000000,0.005812602,0.003921692,0.002029767,-0.003782835,0.005812602,-0.799503449,-0.797632697,-0.001870752,1.200965213,1.205276762,-0.004311549,0.001242385,-0.002956467,0.004198852,0.793270218,0.795360905,-0.002090687,0.007564761,0.011359650,-0.003794889
