elapsed_sec,joint_name,position,velocity,effort
6.000960110,joint_1,-0.000000080,nan,nan
6.000960110,joint_2,-0.799998735,nan,nan
6.000960110,joint_3,1.200000247,nan,nan
6.000960110,joint_4,0.000001347,nan,nan
6.000960110,joint_5,0.799998733,nan,nan
6.000960110,joint_6,-0.000000153,nan,nan
6.022147912,joint_1,-0.000000072,nan,nan
6.022147912,joint_2,-0.799998861,nan,nan
6.022147912,joint_3,1.200000223,nan,nan
6.022147912,joint_4,0.000001212,nan,nan
6.022147912,joint_5,0.799998860,nan,nan
6.022147912,joint_6,-0.000000138,nan,nan
6.041709714,joint_1,-0.000000065,nan,nan
6.041709714,joint_2,-0.799998975,nan,nan
6.041709714,joint_3,1.200000200,nan,nan
6.041709714,joint_4,0.000001091,nan,nan
6.041709714,joint_5,0.799998974,nan,nan
6.041709714,joint_6,-0.000000124,nan,nan
6.061582416,joint_1,-0.000000058,nan,nan
6.061582416,joint_2,-0.799999078,nan,nan
6.061582416,joint_3,1.200000180,nan,nan
6.061582416,joint_4,0.000000982,nan,nan
6.061582416,joint_5,0.799999076,nan,nan
6.061582416,joint_6,-0.000000112,nan,nan
6.081566318,joint_1,-0.000000052,nan,nan
6.081566318,joint_2,-0.799999170,nan,nan
6.081566318,joint_3,1.200000162,nan,nan
6.081566318,joint_4,0.000000884,nan,nan
6.081566318,joint_5,0.799999169,nan,nan
6.081566318,joint_6,-0.000000100,nan,nan
6.103396520,joint_1,-0.000000047,nan,nan
6.103396520,joint_2,-0.799999253,nan,nan
6.103396520,joint_3,1.200000146,nan,nan
6.103396520,joint_4,0.000000795,nan,nan
6.103396520,joint_5,0.799999252,nan,nan
6.103396520,joint_6,-0.000000090,nan,nan
6.123180422,joint_1,-0.000000042,nan,nan
6.123180422,joint_2,-0.799999328,nan,nan
6.123180422,joint_3,1.200000132,nan,nan
6.123180422,joint_4,0.000000716,nan,nan
6.123180422,joint_5,0.799999327,nan,nan
6.123180422,joint_6,-0.000000081,nan,nan
6.143259124,joint_1,-0.000000038,nan,nan
6.143259124,joint_2,-0.799999395,nan,nan
6.143259124,joint_3,1.200000118,nan,nan
6.143259124,joint_4,0.000000644,nan,nan
6.143259124,joint_5,0.799999394,nan,nan
6.143259124,joint_6,-0.000000073,nan,nan
6.163123126,joint_1,-0.000000034,nan,nan
6.163123126,joint_2,-0.799999455,nan,nan
6.163123126,joint_3,1.200000107,nan,nan
6.163123126,joint_4,0.000000580,nan,nan
6.163123126,joint_5,0.799999455,nan,nan
6.163123126,joint_6,-0.000000066,nan,nan
6.183408128,joint_1,-0.000000031,nan,nan
6.183408128,joint_2,-0.799999510,nan,nan
6.183408128,joint_3,1.200000096,nan,nan
6.183408128,joint_4,0.000000522,nan,nan
6.183408128,joint_5,0.799999509,nan,nan
6.183408128,joint_6,-0.000000059,nan,nan
6.203425030,joint_1,-0.000000028,nan,nan
6.203425030,joint_2,-0.799999559,nan,nan
6.203425030,joint_3,1.200000086,nan,nan
6.203425030,joint_4,0.000000470,nan,nan
6.203425030,joint_5,0.799999558,nan,nan
6.203425030,joint_6,-0.000000053,nan,nan
6.223130032,joint_1,-0.000000025,nan,nan
6.223130032,joint_2,-0.799999603,nan,nan
6.223130032,joint_3,1.200000078,nan,nan
6.223130032,joint_4,0.000000423,nan,nan
6.223130032,joint_5,0.799999602,nan,nan
6.223130032,joint_6,-0.000000048,nan,nan
6.243319335,joint_1,-0.000000023,nan,nan
6.243319335,joint_2,-0.799999643,nan,nan
6.243319335,joint_3,1.200000070,nan,nan
6.243319335,joint_4,0.000000380,nan,nan
6.243319335,joint_5,0.799999642,nan,nan
6.243319335,joint_6,-0.000000043,nan,nan
6.263167537,joint_1,-0.000000020,nan,nan
6.263167537,joint_2,-0.799999678,nan,nan
6.263167537,joint_3,1.200000063,nan,nan
6.263167537,joint_4,0.000000342,nan,nan
6.263167537,joint_5,0.799999678,nan,nan
6.263167537,joint_6,-0.000000039,nan,nan
6.283306939,joint_1,-0.000000018,nan,nan
6.283306939,joint_2,-0.799999711,nan,nan
6.283306939,joint_3,1.200000057,nan,nan
6.283306939,joint_4,0.000000308,nan,nan
6.283306939,joint_5,0.799999710,nan,nan
6.283306939,joint_6,-0.000000035,nan,nan
6.303180641,joint_1,-0.000000016,nan,nan
6.303180641,joint_2,-0.799999740,nan,nan
6.303180641,joint_3,1.200000051,nan,nan
6.303180641,joint_4,0.000000277,nan,nan
6.303180641,joint_5,0.799999739,nan,nan
6.303180641,joint_6,-0.000000031,nan,nan
6.323167443,joint_1,-0.000000015,nan,nan
6.323167443,joint_2,-0.799999766,nan,nan
6.323167443,joint_3,1.200000046,nan,nan
6.323167443,joint_4,0.000000250,nan,nan
6.323167443,joint_5,0.799999765,nan,nan
6.323167443,joint_6,-0.000000028,nan,nan
6.343926045,joint_1,-0.000000013,nan,nan
6.343926045,joint_2,-0.799999789,nan,nan
6.343926045,joint_3,1.200000041,nan,nan
6.343926045,joint_4,0.000000225,nan,nan
6.343926045,joint_5,0.799999789,nan,nan
6.343926045,joint_6,-0.000000026,nan,nan
6.363147047,joint_1,-0.000000012,nan,nan
6.363147047,joint_2,-0.799999810,nan,nan
6.363147047,joint_3,1.200000037,nan,nan
6.363147047,joint_4,0.000000202,nan,nan
6.363147047,joint_5,0.799999810,nan,nan
6.363147047,joint_6,-0.000000023,nan,nan
6.383376649,joint_1,-0.000000011,nan,nan
6.383376649,joint_2,-0.799999829,nan,nan
6.383376649,joint_3,1.200000033,nan,nan
6.383376649,joint_4,0.000000182,nan,nan
6.383376649,joint_5,0.799999829,nan,nan
6.383376649,joint_6,-0.000000021,nan,nan
6.403169451,joint_1,-0.000000010,nan,nan
6.403169451,joint_2,-0.799999846,nan,nan
6.403169451,joint_3,1.200000030,nan,nan
6.403169451,joint_4,0.000000164,nan,nan
6.403169451,joint_5,0.799999846,nan,nan
6.403169451,joint_6,-0.000000019,nan,nan
6.423174053,joint_1,-0.000000009,nan,nan
6.423174053,joint_2,-0.799999862,nan,nan
6.423174053,joint_3,1.200000027,nan,nan
6.423174053,joint_4,0.000000147,nan,nan
6.423174053,joint_5,0.799999861,nan,nan
6.423174053,joint_6,-0.000000017,nan,nan
6.443081855,joint_1,-0.000000008,nan,nan
6.443081855,joint_2,-0.799999875,nan,nan
6.443081855,joint_3,1.200000024,nan,nan
6.443081855,joint_4,0.000000133,nan,nan
6.443081855,joint_5,0.799999875,nan,nan
6.443081855,joint_6,-0.000000015,nan,nan
6.463126557,joint_1,-0.000000007,nan,nan
6.463126557,joint_2,-0.799999888,nan,nan
6.463126557,joint_3,1.200000022,nan,nan
6.463126557,joint_4,0.000000119,nan,nan
6.463126557,joint_5,0.799999888,nan,nan
6.463126557,joint_6,-0.000000014,nan,nan
6.483345159,joint_1,-0.000000006,nan,nan
6.483345159,joint_2,-0.799999899,nan,nan
6.483345159,joint_3,1.200000020,nan,nan
6.483345159,joint_4,0.000000107,nan,nan
6.483345159,joint_5,0.799999899,nan,nan
6.483345159,joint_6,-0.000000012,nan,nan
6.503133361,joint_1,-0.000000006,nan,nan
6.503133361,joint_2,-0.799999909,nan,nan
6.503133361,joint_3,1.200000018,nan,nan
6.503133361,joint_4,0.000000097,nan,nan
6.503133361,joint_5,0.799999909,nan,nan
6.503133361,joint_6,-0.000000011,nan,nan
6.523187963,joint_1,-0.000000005,nan,nan
6.523187963,joint_2,-0.799999918,nan,nan
6.523187963,joint_3,1.200000016,nan,nan
6.523187963,joint_4,0.000000087,nan,nan
6.523187963,joint_5,0.799999918,nan,nan
6.523187963,joint_6,-0.000000010,nan,nan
6.543148765,joint_1,-0.000000005,nan,nan
6.543148765,joint_2,-0.799999926,nan,nan
6.543148765,joint_3,1.200000014,nan,nan
6.543148765,joint_4,0.000000078,nan,nan
6.543148765,joint_5,0.799999926,nan,nan
6.543148765,joint_6,-0.000000009,nan,nan
6.563478667,joint_1,-0.000000004,nan,nan
6.563478667,joint_2,-0.799999934,nan,nan
6.563478667,joint_3,1.200000013,nan,nan
6.563478667,joint_4,0.000000070,nan,nan
6.563478667,joint_5,0.799999934,nan,nan
6.563478667,joint_6,-0.000000008,nan,nan
6.583215169,joint_1,-0.000000004,nan,nan
6.583215169,joint_2,-0.799999940,nan,nan
6.583215169,joint_3,1.200000012,nan,nan
6.583215169,joint_4,0.000000063,nan,nan
6.583215169,joint_5,0.799999940,nan,nan
6.583215169,joint_6,-0.000000007,nan,nan
6.603217571,joint_1,-0.000000003,nan,nan
6.603217571,joint_2,-0.799999946,nan,nan
6.603217571,joint_3,1.200000011,nan,nan
6.603217571,joint_4,0.000000057,nan,nan
6.603217571,joint_5,0.799999946,nan,nan
6.603217571,joint_6,-0.000000006,nan,nan
6.623387773,joint_1,-0.000000003,nan,nan
6.623387773,joint_2,-0.799999952,nan,nan
6.623387773,joint_3,1.200000009,nan,nan
6.623387773,joint_4,0.000000051,nan,nan
6.623387773,joint_5,0.799999952,nan,nan
6.623387773,joint_6,-0.000000006,nan,nan
6.643229175,joint_1,-0.000000003,nan,nan
6.643229175,joint_2,-0.799999957,nan,nan
6.643229175,joint_3,1.200000009,nan,nan
6.643229175,joint_4,0.000000046,nan,nan
6.643229175,joint_5,0.799999957,nan,nan
6.643229175,joint_6,-0.000000005,nan,nan
6.663264677,joint_1,-0.000000002,nan,nan
6.663264677,joint_2,-0.799999961,nan,nan
6.663264677,joint_3,1.200000008,nan,nan
6.663264677,joint_4,0.000000042,nan,nan
6.663264677,joint_5,0.799999961,nan,nan
6.663264677,joint_6,-0.000000005,nan,nan
6.683137779,joint_1,-0.000000002,nan,nan
6.683137779,joint_2,-0.799999965,nan,nan
6.683137779,joint_3,1.200000007,nan,nan
6.683137779,joint_4,0.000000037,nan,nan
6.683137779,joint_5,0.799999965,nan,nan
6.683137779,joint_6,-0.000000004,nan,nan
6.703262481,joint_1,-0.000000002,nan,nan
6.703262481,joint_2,-0.799999968,nan,nan
6.703262481,joint_3,1.200000006,nan,nan
6.703262481,joint_4,0.000000034,nan,nan
6.703262481,joint_5,0.799999968,nan,nan
6.703262481,joint_6,-0.000000004,nan,nan
6.723109883,joint_1,-0.000000002,nan,nan
6.723109883,joint_2,-0.799999971,nan,nan
6.723109883,joint_3,1.200000006,nan,nan
6.723109883,joint_4,0.000000030,nan,nan
6.723109883,joint_5,0.799999971,nan,nan
6.723109883,joint_6,-0.000000003,nan,nan
6.743124085,joint_1,-0.000000002,nan,nan
6.743124085,joint_2,-0.799999974,nan,nan
6.743124085,joint_3,1.200000005,nan,nan
6.743124085,joint_4,0.000000027,nan,nan
6.743124085,joint_5,0.799999974,nan,nan
6.743124085,joint_6,-0.000000003,nan,nan
6.763287187,joint_1,-0.000000001,nan,nan
6.763287187,joint_2,-0.799999977,nan,nan
6.763287187,joint_3,1.200000005,nan,nan
