elapsed_sec,level,status
0.967102298,WARNING,WARNING: waiting for first /joint_states message
1.491501751,WARNING,WARNING: waiting for first /joint_states message
1.491809251,WARNING,WARNING: waiting for first /joint_states message
1.567202159,WARNING,WARNING: waiting for first /joint_states message
1.767092379,WARNING,WARNING: waiting for first /joint_states message
1.967123500,WARNING,WARNING: waiting for first /joint_states message
2.167083920,WARNING,WARNING: waiting for first /joint_states message
2.366928540,WARNING,WARNING: waiting for first /joint_states message
2.567119961,WARNING,WARNING: waiting for first /joint_states message
2.767196281,WARNING,WARNING: waiting for first /joint_states message
2.967699401,WARNING,WARNING: waiting for first /joint_states message
3.166886722,WARNING,WARNING: waiting for first /joint_states message
3.367045042,WARNING,WARNING: waiting for first /joint_states message
3.567079162,WARNING,WARNING: waiting for first /joint_states message
3.767081183,WARNING,WARNING: waiting for first /joint_states message
3.967062603,WARNING,WARNING: waiting for first /joint_states message
4.166948923,WARNING,WARNING: waiting for first /joint_states message
4.367241944,WARNING,WARNING: waiting for first /joint_states message
4.567295264,WARNING,WARNING: waiting for first /joint_states message
4.767101084,WARNING,WARNING: waiting for first /joint_states message
4.967012905,WARNING,WARNING: waiting for first /joint_states message
5.167333425,WARNING,WARNING: waiting for first /joint_states message
5.366944645,WARNING,WARNING: waiting for first /joint_states message
5.567218066,WARNING,WARNING: waiting for first /joint_states message
5.767051386,WARNING,WARNING: waiting for first /joint_states message
5.967298406,WARNING,WARNING: waiting for first /joint_states message
6.001250010,OK,OK: joint states valid during phase uninitialized
6.022596312,OK,OK: joint states valid during phase uninitialized
6.042002814,OK,OK: joint states valid during phase uninitialized
6.061890416,OK,OK: joint states valid during phase uninitialized
6.081834218,OK,OK: joint states valid during phase uninitialized
6.103713820,OK,OK: joint states valid during phase uninitialized
6.123457822,OK,OK: joint states valid during phase uninitialized
6.143556524,OK,OK: joint states valid during phase uninitialized
6.163399526,OK,OK: joint states valid during phase uninitialized
6.167592427,WARNING,WARNING: waiting for first /task_phase message
6.183710428,OK,OK: joint states valid during phase uninitialized
6.204119431,OK,OK: joint states valid during phase uninitialized
6.223392133,OK,OK: joint states valid during phase uninitialized
6.243893135,OK,OK: joint states valid during phase uninitialized
6.263439537,OK,OK: joint states valid during phase uninitialized
6.283639339,OK,OK: joint states valid during phase uninitialized
6.303452841,OK,OK: joint states valid during phase uninitialized
6.323441843,OK,OK: joint states valid during phase uninitialized
6.344041545,OK,OK: joint states valid during phase uninitialized
6.363412947,OK,OK: joint states valid during phase uninitialized
6.366805347,WARNING,WARNING: waiting for first /task_phase message
6.383716649,OK,OK: joint states valid during phase uninitialized
6.403702751,OK,OK: joint states valid during phase uninitialized
6.423444653,OK,OK: joint states valid during phase uninitialized
6.443336555,OK,OK: joint states valid during phase uninitialized
6.463383157,OK,OK: joint states valid during phase uninitialized
6.483705959,OK,OK: joint states valid during phase uninitialized
6.503403461,OK,OK: joint states valid during phase uninitialized
6.523453063,OK,OK: joint states valid during phase uninitialized
6.543410465,OK,OK: joint states valid during phase uninitialized
6.563781067,OK,OK: joint states valid during phase uninitialized
6.566946267,WARNING,WARNING: waiting for first /task_phase message
6.583508469,OK,OK: joint states valid during phase uninitialized
6.603599471,OK,OK: joint states valid during phase uninitialized
6.623695373,OK,OK: joint states valid during phase uninitialized
6.643586275,OK,OK: joint states valid during phase uninitialized
6.663537577,OK,OK: joint states valid during phase uninitialized
6.683401979,OK,OK: joint states valid during phase uninitialized
6.703535981,OK,OK: joint states valid during phase uninitialized
6.723367783,OK,OK: joint states valid during phase uninitialized
6.743393085,OK,OK: joint states valid during phase uninitialized
6.763605287,OK,OK: joint states valid during phase uninitialized
6.767039588,WARNING,WARNING: waiting for first /task_phase message
6.783496689,OK,OK: joint states valid during phase uninitialized
6.803723592,OK,OK: joint states valid during phase uninitialized
6.823437994,OK,OK: joint states valid during phase uninitialized
6.844098596,OK,OK: joint states valid during phase uninitialized
6.863621098,OK,OK: joint states valid during phase uninitialized
6.883973100,OK,OK: joint states valid during phase uninitialized
6.904064502,OK,OK: joint states valid during phase uninitialized
6.923596904,OK,OK: joint states valid during phase uninitialized
6.943834406,OK,OK: joint states valid during phase uninitialized
6.963617208,OK,OK: joint states valid during phase uninitialized
6.967010808,WARNING,WARNING: waiting for first /task_phase message
6.983896210,OK,OK: joint states valid during phase uninitialized
7.003600912,OK,OK: joint states valid during phase uninitialized
7.023478414,OK,OK: joint states valid during phase uninitialized
7.043484416,OK,OK: joint states valid during phase uninitialized
7.063389418,OK,OK: joint states valid during phase uninitialized
7.083559920,OK,OK: joint states valid during phase uninitialized
