contact_wrench_topic_available,max_observed_force_n,max_observed_torque_nm,safety_violation_count,real_robot_used,moveit_used,compute_ik_called,status
true,0.000000,0.000000,0,false,false,false,first_gazebo_motion_smoke_test_validated
