scenario,step_index,force_n,torque_nm,contact_detection_force_threshold_n,contact_validation_min_force_n,raw_contact_topic_available,raw_contact_message_count,raw_contact_count,robot_pad_contact_count,raw_contact_pairs_sample,robot_contact_pairs_sample,max_contact_depth_m,desired_contact_force_upper_n,contact_gate_triggered,within_desired_contact_band,emergency_stop_triggered,timestamp_sec,phase_name,rgb_frame_count,depth_frame_count,initial_no_contact_verified,stop_on_contact_executed,retreat_completed
nominal_centered,1,0.090233,0.000000,0.020000,0.020000,true,2977,3324,694,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,0.018088840,3.000000,true,true,false,24.619709,contact_transition,428,428,true,true,false
x_positive_offset,1,0.091598,0.000000,0.020000,0.020000,true,341,682,682,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,0.018319524,3.000000,true,true,false,40.295652,contact_transition,700,700,true,true,false
x_negative_offset,1,0.091999,0.000000,0.020000,0.020000,true,343,686,686,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,0.018400228,3.000000,true,true,false,55.987799,contact_transition,965,964,true,true,false
y_positive_offset,1,0.092517,0.000000,0.020000,0.020000,true,343,686,686,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,0.018503336,3.000000,true,true,false,72.686189,contact_transition,1240,1239,true,true,false
y_negative_offset,1,0.091450,0.000000,0.020000,0.020000,true,320,640,640,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_4::link_4_collision|proposal_v2_11_multimodal_contact_pad::contact_calibration_pad_link::contact_calibration_pad_collision <-> lbr_iisy3_r760_v2_11_multimodal_contact::link_5::link_5_collision,0.018290055,3.000000,true,true,false,87.202405,contact_transition,1480,1480,true,true,false
