stamp_s,tick_index,ground_truth_phase,ground_truth_safety,predicted_phase_int,predicted_phase_name,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6
1780621770.841316,0,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621770.987263,1,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.073147,2,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.217309,3,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.330548,4,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.445315,5,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.539844,6,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.657357,7,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.743962,8,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.896811,9,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621771.966688,10,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.085602,11,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.175174,12,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.325837,13,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.397316,14,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.521310,15,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.619845,16,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.731915,17,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.835905,18,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621772.952931,19,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621773.052870,20,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621773.185844,21,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621773.281586,22,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796254,1.210116,0.000966,0.802444,0.000174
1780621773.420347,23,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796279,1.210160,0.000967,0.802469,0.000174
1780621773.512476,24,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796225,1.210125,0.000963,0.802418,0.000173
1780621773.643334,25,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796255,1.210163,0.000964,0.802447,0.000173
1780621773.745869,26,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795383,1.208514,0.000955,0.801545,0.000173
1780621773.864303,27,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796050,1.209778,0.000961,0.802236,0.000173
1780621773.955278,28,MOVE_TO_START,OK,2,APPROACH,-0.000152,-0.795248,1.208414,0.000946,0.801415,0.000172
1780621774.105489,29,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.795722,1.209074,0.000962,0.801893,0.000174
1780621774.171750,30,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795421,1.208596,0.000955,0.801586,0.000173
1780621774.293366,31,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796035,1.209768,0.000960,0.802222,0.000173
1780621774.392937,32,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796269,1.210328,0.000961,0.802462,0.000175
1780621774.536001,33,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796005,1.209743,0.000958,0.802193,0.000172
1780621774.644087,34,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795901,1.209524,0.000958,0.802086,0.000172
1780621774.753345,35,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796421,1.210566,0.000961,0.802624,0.000173
1780621774.875362,36,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796216,1.210061,0.000965,0.802406,0.000174
1780621774.994260,37,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796124,1.209931,0.000961,0.802314,0.000173
1780621775.103818,38,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795994,1.209697,0.000963,0.802173,0.000175
1780621775.195651,39,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795980,1.209670,0.000963,0.802160,0.000175
1780621775.318773,40,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.795209,1.208249,0.000950,0.801369,0.000173
1780621775.405488,41,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.795672,1.208999,0.000961,0.801842,0.000173
1780621775.524947,42,MOVE_TO_START,OK,3,SEARCH,-0.000154,-0.796437,1.210715,0.000958,0.802641,0.000174
1780621775.610699,43,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795580,1.208905,0.000957,0.801748,0.000174
1780621775.742483,44,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796023,1.209763,0.000959,0.802211,0.000172
1780621775.836003,45,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796535,1.210755,0.000964,0.802739,0.000173
1780621775.944469,46,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795461,1.208667,0.000956,0.801627,0.000173
1780621776.042094,47,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.795956,1.209640,0.000958,0.802143,0.000172
1780621776.157527,48,MOVE_TO_START,OK,2,APPROACH,-0.000154,-0.796480,1.210830,0.000957,0.802687,0.000174
1780621776.243106,49,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796389,1.210600,0.000959,0.802590,0.000174
1780621776.365031,50,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.795991,1.209712,0.000958,0.802179,0.000172
1780621776.454942,51,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.795532,1.208861,0.000955,0.801701,0.000174
1780621776.563159,52,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796369,1.210436,0.000963,0.802567,0.000173
1780621776.658593,53,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796561,1.210835,0.000963,0.802769,0.000173
1780621776.768272,54,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.795316,1.208393,0.000954,0.801476,0.000173
1780621776.865338,55,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796319,1.210268,0.000966,0.802513,0.000174
1780621776.978349,56,MOVE_TO_START,OK,3,SEARCH,-0.000154,-0.796418,1.210679,0.000958,0.802621,0.000174
1780621777.067526,57,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795565,1.208889,0.000958,0.801731,0.000175
1780621777.188229,58,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796151,1.210016,0.000960,0.802344,0.000172
1780621777.276394,59,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.795808,1.209389,0.000954,0.801992,0.000172
1780621777.390127,60,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795865,1.209405,0.000964,0.802037,0.000176
1780621777.479963,61,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796150,1.210001,0.000960,0.802342,0.000173
1780621777.609936,62,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796257,1.210201,0.000962,0.802451,0.000173
1780621777.695654,63,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.795405,1.208649,0.000952,0.801571,0.000173
1780621777.809019,64,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796107,1.209919,0.000960,0.802298,0.000172
1780621777.898584,65,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796520,1.210759,0.000962,0.802727,0.000173
1780621778.018289,66,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795644,1.209006,0.000959,0.801813,0.000174
1780621778.135936,67,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796413,1.210564,0.000960,0.802617,0.000172
1780621778.226849,68,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796378,1.210402,0.000965,0.802575,0.000173
1780621778.341195,69,MOVE_TO_START,OK,1,MOVE_TO_START,-0.000155,-0.795516,1.209070,0.000941,0.801699,0.000171
1780621778.426998,70,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796484,1.210546,0.000970,0.802680,0.000174
1780621778.545071,71,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.795577,1.208939,0.000956,0.801746,0.000174
1780621778.629842,72,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.795573,1.208929,0.000956,0.801742,0.000174
1780621778.759156,73,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796364,1.210371,0.000965,0.802560,0.000173
1780621778.845443,74,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795490,1.208701,0.000957,0.801656,0.000173
1780621778.974772,75,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796515,1.210684,0.000966,0.802716,0.000174
1780621779.054670,76,MOVE_TO_START,OK,1,MOVE_TO_START,-0.000151,-0.796605,1.210908,0.000964,0.802812,0.000173
1780621779.188804,77,MOVE_TO_START,OK,2,APPROACH,-0.000153,-0.796007,1.209866,0.000954,0.802196,0.000173
1780621779.260017,78,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796189,1.210043,0.000963,0.802380,0.000173
1780621779.381945,79,MOVE_TO_START,OK,2,APPROACH,-0.000153,-0.796499,1.210811,0.000961,0.802703,0.000174
1780621779.469156,80,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.796226,1.210171,0.000964,0.802414,0.000175
1780621779.600104,81,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796277,1.210196,0.000965,0.802470,0.000173
1780621779.675991,82,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796329,1.210271,0.000967,0.802522,0.000174
1780621779.795872,83,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796011,1.209740,0.000959,0.802199,0.000172
1780621779.894944,84,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795992,1.209689,0.000959,0.802179,0.000172
1780621780.023723,85,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795478,1.208670,0.000958,0.801641,0.000174
1780621780.095358,86,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795807,1.209326,0.000958,0.801987,0.000172
1780621780.218121,87,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796285,1.210209,0.000965,0.802478,0.000173
1780621780.300202,88,MOVE_TO_START,OK,3,SEARCH,-0.000148,-0.795384,1.208466,0.000958,0.801542,0.000174
1780621780.435542,89,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796134,1.209984,0.000960,0.802326,0.000172
1780621780.521808,90,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796239,1.210089,0.000966,0.802428,0.000174
1780621780.643347,91,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796541,1.210744,0.000965,0.802744,0.000173
1780621780.737567,92,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796194,1.210059,0.000962,0.802385,0.000173
1780621780.865956,93,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795727,1.209185,0.000959,0.801901,0.000174
1780621780.955147,94,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796530,1.210767,0.000963,0.802736,0.000173
1780621781.067935,95,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795316,1.208364,0.000955,0.801475,0.000173
1780621781.156849,96,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796280,1.210155,0.000967,0.802470,0.000174
1780621781.272116,97,MOVE_TO_START,OK,2,APPROACH,-0.000153,-0.796321,1.210449,0.000959,0.802519,0.000174
1780621781.355605,98,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.795827,1.209412,0.000958,0.802005,0.000174
1780621781.483930,99,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.795901,1.209542,0.000957,0.802086,0.000172
1780621781.599962,100,MOVE_TO_START,OK,2,APPROACH,-0.000154,-0.796455,1.210737,0.000959,0.802659,0.000174
1780621781.693631,101,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796358,1.210418,0.000963,0.802556,0.000173
1780621781.814280,102,MOVE_TO_START,OK,2,APPROACH,-0.000147,-0.795473,1.208571,0.000961,0.801634,0.000173
1780621781.902111,103,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796125,1.209910,0.000962,0.802313,0.000173
1780621782.023765,104,MOVE_TO_START,OK,3,SEARCH,-0.000154,-0.796557,1.210925,0.000962,0.802762,0.000175
1780621782.113131,105,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796590,1.210834,0.000966,0.802795,0.000174
1780621782.227212,106,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.795443,1.208694,0.000953,0.801610,0.000173
1780621782.312870,107,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.795467,1.208746,0.000953,0.801636,0.000173
1780621782.436984,108,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795443,1.208633,0.000956,0.801607,0.000173
1780621782.530466,109,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796617,1.210824,0.000970,0.802818,0.000174
1780621782.656879,110,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.795339,1.208386,0.000955,0.801500,0.000172
1780621782.759242,111,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796087,1.209804,0.000964,0.802272,0.000173
1780621782.863943,112,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795990,1.209607,0.000968,0.802163,0.000176
1780621782.952153,113,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796407,1.210633,0.000960,0.802608,0.000174
1780621783.073852,114,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.796094,1.209821,0.000964,0.802280,0.000173
1780621783.175751,115,MOVE_TO_START,OK,3,SEARCH,-0.000148,-0.795389,1.208464,0.000959,0.801547,0.000174
1780621783.283966,116,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796320,1.210381,0.000960,0.802520,0.000172
1780621783.370494,117,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796388,1.210612,0.000958,0.802590,0.000174
1780621783.492032,118,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796456,1.210575,0.000965,0.802657,0.000173
1780621783.582983,119,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796102,1.209918,0.000959,0.802293,0.000172
1780621783.701980,120,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796468,1.210727,0.000962,0.802669,0.000175
1780621783.790564,121,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796511,1.210719,0.000963,0.802716,0.000173
1780621783.912745,122,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.795320,1.208435,0.000952,0.801482,0.000173
1780621784.003011,123,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796214,1.210087,0.000963,0.802405,0.000173
1780621784.119422,124,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796625,1.211025,0.000964,0.802831,0.000175
1780621784.216238,125,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795759,1.209238,0.000961,0.801930,0.000175
1780621784.355972,126,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796320,1.210325,0.000962,0.802517,0.000173
1780621784.441392,127,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795891,1.209476,0.000959,0.802073,0.000173
1780621784.561199,128,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795750,1.209191,0.000959,0.801926,0.000173
1780621784.652047,129,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795882,1.209459,0.000959,0.802063,0.000173
1780621784.770661,130,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.795560,1.208928,0.000956,0.801728,0.000174
1780621784.856141,131,MOVE_TO_START,OK,2,APPROACH,-0.000148,-0.795327,1.208389,0.000954,0.801490,0.000172
1780621784.976007,132,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796276,1.210193,0.000965,0.802469,0.000173
1780621785.096847,133,MOVE_TO_START,OK,2,APPROACH,-0.000153,-0.795177,1.208295,0.000945,0.801341,0.000172
1780621785.206341,134,MOVE_TO_START,OK,2,APPROACH,-0.000153,-0.795301,1.208553,0.000945,0.801471,0.000172
1780621785.322713,135,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795350,1.208421,0.000956,0.801510,0.000173
1780621785.427903,136,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.795229,1.208306,0.000950,0.801389,0.000173
1780621785.535939,137,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.795764,1.209266,0.000956,0.801943,0.000172
1780621785.624856,138,MOVE_TO_START,OK,1,MOVE_TO_START,-0.000159,-0.796004,1.210165,0.000939,0.802211,0.000170
1780621785.743065,139,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796547,1.210807,0.000963,0.802754,0.000173
1780621785.826320,140,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.795646,1.209083,0.000954,0.801821,0.000173
1780621785.943360,141,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796151,1.209946,0.000964,0.802339,0.000173
1780621786.032514,142,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796488,1.210661,0.000964,0.802691,0.000173
1780621786.149213,143,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.795310,1.208489,0.000949,0.801475,0.000172
1780621786.246575,144,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796114,1.209960,0.000959,0.802306,0.000172
1780621786.359531,145,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.795974,1.209686,0.000961,0.802156,0.000174
1780621786.445457,146,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796617,1.210866,0.000969,0.802818,0.000175
1780621786.563221,147,MOVE_TO_START,OK,3,SEARCH,-0.000152,-0.796353,1.210468,0.000962,0.802549,0.000175
1780621786.645835,148,MOVE_TO_START,OK,1,MOVE_TO_START,-0.000159,-0.795976,1.210146,0.000937,0.802184,0.000170
1780621786.762690,149,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796374,1.210429,0.000963,0.802573,0.000173
1780621786.851357,150,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795760,1.209210,0.000959,0.801936,0.000173
1780621786.969336,151,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796135,1.209943,0.000962,0.802324,0.000173
1780621787.058321,152,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796261,1.210177,0.000964,0.802454,0.000173
1780621787.171987,153,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796285,1.210392,0.000959,0.802481,0.000174
1780621787.264707,154,MOVE_TO_START,OK,2,APPROACH,-0.000154,-0.796346,1.210547,0.000957,0.802548,0.000173
1780621787.378002,155,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796294,1.210206,0.000966,0.802486,0.000174
1780621787.467426,156,MOVE_TO_START,OK,2,APPROACH,-0.000153,-0.795889,1.209684,0.000950,0.802078,0.000172
1780621787.586522,157,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796336,1.210393,0.000961,0.802535,0.000173
1780621787.663773,158,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796640,1.210935,0.000967,0.802846,0.000174
1780621787.786314,159,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795702,1.209123,0.000959,0.801874,0.000174
1780621787.871716,160,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796223,1.210114,0.000963,0.802416,0.000173
1780621787.993703,161,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796600,1.210977,0.000964,0.802804,0.000175
1780621788.082063,162,MOVE_TO_START,OK,3,SEARCH,-0.000151,-0.795953,1.209662,0.000960,0.802134,0.000174
1780621788.206057,163,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796220,1.210114,0.000962,0.802413,0.000173
1780621788.295284,164,MOVE_TO_START,OK,3,SEARCH,-0.000148,-0.795680,1.209017,0.000962,0.801848,0.000174
1780621788.405352,165,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796240,1.210198,0.000961,0.802435,0.000173
1780621788.561839,166,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795235,1.208211,0.000955,0.801392,0.000173
1780621788.623706,167,MOVE_TO_START,OK,2,APPROACH,-0.000147,-0.795769,1.209148,0.000963,0.801941,0.000174
1780621788.750292,168,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796127,1.210027,0.000957,0.802320,0.000172
1780621788.833839,169,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795818,1.209353,0.000961,0.801993,0.000175
1780621788.958161,170,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795837,1.209385,0.000958,0.802018,0.000172
1780621789.045164,171,MOVE_TO_START,OK,2,APPROACH,-0.000147,-0.795278,1.208209,0.000959,0.801432,0.000174
1780621789.165566,172,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796921,1.211457,0.000971,0.803135,0.000174
1780621789.272413,173,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796353,1.210320,0.000967,0.802547,0.000174
1780621789.382820,174,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795840,1.209383,0.000959,0.802020,0.000173
1780621789.484533,175,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796592,1.210888,0.000963,0.802800,0.000173
1780621789.602187,176,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795312,1.208349,0.000956,0.801470,0.000173
1780621789.715298,177,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795992,1.209659,0.000961,0.802177,0.000173
1780621789.814169,178,MOVE_TO_START,OK,3,SEARCH,-0.000152,-0.795499,1.208873,0.000950,0.801671,0.000173
1780621789.906799,179,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795319,1.208372,0.000956,0.801478,0.000174
1780621790.022294,180,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796198,1.210095,0.000961,0.802391,0.000173
1780621790.141815,181,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795629,1.208995,0.000958,0.801799,0.000174
1780621790.234004,182,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796018,1.209733,0.000960,0.802205,0.000173
1780621790.324965,183,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796557,1.210781,0.000965,0.802761,0.000173
1780621790.443936,184,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795950,1.209569,0.000965,0.802125,0.000175
1780621790.545361,185,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796292,1.210232,0.000965,0.802485,0.000173
1780621790.654999,186,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796256,1.210134,0.000966,0.802446,0.000174
1780621790.744024,187,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795634,1.208966,0.000960,0.801802,0.000174
1780621790.866213,188,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796215,1.210119,0.000962,0.802408,0.000173
1780621790.947286,189,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796241,1.210162,0.000962,0.802435,0.000173
1780621791.064597,190,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795925,1.209510,0.000961,0.802105,0.000173
1780621791.157932,191,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795765,1.209242,0.000957,0.801943,0.000172
1780621791.266344,192,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795447,1.208691,0.000953,0.801615,0.000173
1780621791.349611,193,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795207,1.208183,0.000952,0.801366,0.000172
1780621791.465827,194,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796037,1.209752,0.000961,0.802224,0.000173
1780621791.555325,195,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795873,1.209416,0.000960,0.802053,0.000173
1780621791.664918,196,MOVE_TO_START,OK,2,APPROACH,-0.000151,-0.796448,1.210603,0.000962,0.802651,0.000173
1780621791.760462,197,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796124,1.209951,0.000960,0.802315,0.000172
1780621791.872751,198,MOVE_TO_START,OK,3,SEARCH,-0.000150,-0.795353,1.208484,0.000953,0.801516,0.000173
1780621791.992257,199,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796296,1.210294,0.000961,0.802493,0.000173
1780621792.076725,200,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795479,1.208679,0.000957,0.801644,0.000173
1780621792.194955,201,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796321,1.210314,0.000963,0.802517,0.000173
1780621792.297796,202,MOVE_TO_START,OK,1,MOVE_TO_START,-0.000151,-0.796411,1.210557,0.000960,0.802614,0.000172
1780621792.400771,203,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795758,1.209191,0.000962,0.801928,0.000175
1780621792.510123,204,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796306,1.210280,0.000963,0.802501,0.000173
1780621792.607327,205,MOVE_TO_START,OK,2,APPROACH,-0.000154,-0.796425,1.210708,0.000957,0.802630,0.000173
1780621792.704205,206,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795450,1.208638,0.000957,0.801613,0.000174
1780621792.845591,207,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796126,1.209960,0.000960,0.802317,0.000172
1780621792.897146,208,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.795968,1.209605,0.000961,0.802150,0.000173
1780621793.040174,209,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796209,1.210094,0.000962,0.802401,0.000173
1780621793.121945,210,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796145,1.209977,0.000961,0.802335,0.000173
1780621793.225638,211,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795258,1.208247,0.000955,0.801414,0.000173
1780621793.335574,212,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.795898,1.209532,0.000957,0.802082,0.000172
1780621793.437745,213,MOVE_TO_START,OK,3,SEARCH,-0.000149,-0.795564,1.208875,0.000956,0.801733,0.000173
1780621793.523843,214,MOVE_TO_START,OK,3,SEARCH,-0.000154,-0.796499,1.210813,0.000961,0.802703,0.000174
1780621793.636120,215,MOVE_TO_START,OK,2,APPROACH,-0.000152,-0.796626,1.211008,0.000963,0.802834,0.000174
1780621793.730186,216,MOVE_TO_START,OK,2,APPROACH,-0.000154,-0.795800,1.209524,0.000949,0.801987,0.000172
1780621793.840915,217,MOVE_TO_START,OK,2,APPROACH,-0.000149,-0.796057,1.209806,0.000960,0.802245,0.000173
1780621793.927825,218,MOVE_TO_START,OK,3,SEARCH,-0.000153,-0.796514,1.210808,0.000963,0.802716,0.000175
1780621794.044591,219,MOVE_TO_START,OK,2,APPROACH,-0.000150,-0.796676,1.211000,0.000967,0.802883,0.000174
