stamp_s,tick_index,ground_truth_phase,ground_truth_safety,predicted_phase_int,predicted_phase_name,target_joint_1,target_joint_2,target_joint_3,target_joint_4,target_joint_5,target_joint_6
1780621867.647730,901,APPROACH,OK,2,APPROACH,-0.000149,-0.795998,1.209679,0.000961,0.802183,0.000173
1780621867.776778,902,APPROACH,OK,2,APPROACH,-0.000150,-0.796529,1.210729,0.000965,0.802732,0.000173
1780621867.874070,903,APPROACH,OK,2,APPROACH,-0.000151,-0.796609,1.210927,0.000964,0.802818,0.000173
1780621868.000352,904,APPROACH,OK,3,SEARCH,-0.000149,-0.795508,1.208738,0.000958,0.801674,0.000173
1780621868.098899,905,APPROACH,OK,2,APPROACH,-0.000149,-0.796195,1.210067,0.000962,0.802387,0.000173
1780621868.220786,906,APPROACH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.796119,1.209945,0.000964,0.802303,0.000175
1780621868.324013,907,APPROACH,OK,3,SEARCH,-0.000151,-0.796170,1.210093,0.000962,0.802359,0.000174
1780621868.447571,908,APPROACH,OK,2,APPROACH,-0.000149,-0.796159,1.210004,0.000962,0.802350,0.000173
1780621868.531818,909,APPROACH,OK,3,SEARCH,-0.000148,-0.795388,1.208454,0.000960,0.801546,0.000174
1780621868.656761,910,APPROACH,OK,3,SEARCH,-0.000153,-0.796402,1.210622,0.000960,0.802604,0.000174
1780621868.766807,911,APPROACH,OK,3,SEARCH,-0.000153,-0.796369,1.210555,0.000959,0.802569,0.000174
1780621868.883566,912,APPROACH,OK,3,SEARCH,-0.000149,-0.795385,1.208505,0.000956,0.801547,0.000173
1780621868.978746,913,APPROACH,OK,2,APPROACH,-0.000149,-0.796408,1.210445,0.000966,0.802604,0.000174
1780621869.094389,914,APPROACH,OK,3,SEARCH,-0.000150,-0.795734,1.209205,0.000959,0.801908,0.000174
1780621869.181267,915,APPROACH,OK,3,SEARCH,-0.000155,-0.796207,1.210371,0.000950,0.802410,0.000172
1780621869.312124,916,APPROACH,OK,2,APPROACH,-0.000149,-0.796103,1.209886,0.000961,0.802292,0.000173
1780621869.405503,917,APPROACH,OK,3,SEARCH,-0.000150,-0.795824,1.209404,0.000959,0.802002,0.000174
1780621869.528812,918,APPROACH,OK,2,APPROACH,-0.000149,-0.795876,1.209467,0.000958,0.802058,0.000172
1780621869.639674,919,APPROACH,OK,2,APPROACH,-0.000150,-0.795645,1.209053,0.000954,0.801822,0.000172
1780621869.762717,920,APPROACH,OK,3,SEARCH,-0.000151,-0.795344,1.208526,0.000951,0.801508,0.000173
1780621869.846033,921,APPROACH,OK,2,APPROACH,-0.000151,-0.796474,1.210677,0.000961,0.802679,0.000173
1780621869.967683,922,APPROACH,OK,3,SEARCH,-0.000148,-0.795293,1.208299,0.000957,0.801449,0.000174
1780621870.065423,923,APPROACH,OK,3,SEARCH,-0.000150,-0.795514,1.208833,0.000953,0.801685,0.000172
1780621870.195736,924,APPROACH,OK,3,SEARCH,-0.000149,-0.795607,1.208954,0.000956,0.801779,0.000173
1780621870.348664,925,APPROACH,OK,2,APPROACH,-0.000149,-0.796237,1.210130,0.000964,0.802429,0.000173
1780621870.423415,926,APPROACH,OK,2,APPROACH,-0.000150,-0.796391,1.210484,0.000962,0.802592,0.000173
1780621870.550413,927,APPROACH,OK,3,SEARCH,-0.000149,-0.795254,1.208279,0.000953,0.801413,0.000173
1780621870.646969,928,APPROACH,OK,2,APPROACH,-0.000150,-0.796515,1.210697,0.000965,0.802718,0.000173
1780621870.786690,929,APPROACH,OK,3,SEARCH,-0.000150,-0.795791,1.209337,0.000959,0.801966,0.000174
1780621870.883771,930,APPROACH,OK,3,SEARCH,-0.000150,-0.795750,1.209252,0.000959,0.801923,0.000174
1780621870.989739,931,APPROACH,OK,2,APPROACH,-0.000149,-0.796057,1.209801,0.000961,0.802245,0.000173
1780621871.083844,932,APPROACH,OK,3,SEARCH,-0.000154,-0.796537,1.210937,0.000958,0.802745,0.000174
1780621871.200954,933,APPROACH,OK,2,APPROACH,-0.000150,-0.796378,1.210446,0.000963,0.802577,0.000173
1780621871.297388,934,APPROACH,OK,2,APPROACH,-0.000150,-0.796005,1.209724,0.000959,0.802193,0.000172
1780621871.450599,935,APPROACH,OK,3,SEARCH,-0.000149,-0.795461,1.208633,0.000958,0.801623,0.000174
1780621871.525909,936,APPROACH,OK,2,APPROACH,-0.000148,-0.796013,1.209666,0.000963,0.802196,0.000173
1780621871.677563,937,APPROACH,OK,3,SEARCH,-0.000148,-0.796074,1.209791,0.000964,0.802259,0.000173
1780621871.743204,938,APPROACH,OK,3,SEARCH,-0.000150,-0.795722,1.209205,0.000958,0.801897,0.000174
1780621871.870705,939,APPROACH,OK,2,APPROACH,-0.000149,-0.796026,1.209760,0.000959,0.802213,0.000172
1780621871.957634,940,APPROACH,OK,3,SEARCH,-0.000149,-0.795572,1.208847,0.000959,0.801739,0.000174
1780621872.088727,941,APPROACH,OK,2,APPROACH,-0.000149,-0.796400,1.210406,0.000968,0.802595,0.000174
1780621872.172977,942,APPROACH,OK,2,APPROACH,-0.000148,-0.796160,1.209947,0.000965,0.802347,0.000174
1780621872.295557,943,APPROACH,OK,2,APPROACH,-0.000149,-0.795976,1.209625,0.000961,0.802160,0.000173
1780621872.388248,944,APPROACH,OK,2,APPROACH,-0.000149,-0.796289,1.210202,0.000966,0.802481,0.000174
1780621872.507601,945,APPROACH,OK,3,SEARCH,-0.000149,-0.795268,1.208283,0.000954,0.801427,0.000173
1780621872.600672,946,APPROACH,OK,2,APPROACH,-0.000149,-0.796256,1.210166,0.000964,0.802449,0.000173
1780621872.720199,947,APPROACH,OK,3,SEARCH,-0.000153,-0.796444,1.210687,0.000961,0.802645,0.000174
1780621872.814777,948,APPROACH,OK,3,SEARCH,-0.000150,-0.795766,1.209267,0.000960,0.801940,0.000174
1780621872.941628,949,APPROACH,OK,2,APPROACH,-0.000150,-0.795982,1.209686,0.000958,0.802169,0.000172
1780621873.038582,950,APPROACH,OK,3,SEARCH,-0.000148,-0.795939,1.209517,0.000963,0.802119,0.000173
1780621873.154510,951,APPROACH,OK,3,SEARCH,-0.000151,-0.796467,1.210631,0.000965,0.802667,0.000174
1780621873.244673,952,APPROACH,OK,2,APPROACH,-0.000151,-0.796449,1.210610,0.000962,0.802652,0.000173
1780621873.370815,953,APPROACH,OK,3,SEARCH,-0.000149,-0.795459,1.208652,0.000957,0.801623,0.000173
1780621873.455745,954,APPROACH,OK,2,APPROACH,-0.000150,-0.796452,1.210599,0.000963,0.802654,0.000173
1780621873.583711,955,APPROACH,OK,3,SEARCH,-0.000152,-0.796316,1.210417,0.000962,0.802510,0.000175
1780621873.673281,956,APPROACH,OK,3,SEARCH,-0.000151,-0.794998,1.207896,0.000946,0.801152,0.000172
1780621873.807950,957,APPROACH,OK,2,APPROACH,-0.000150,-0.796124,1.209946,0.000961,0.802315,0.000173
1780621873.925439,958,APPROACH,OK,3,SEARCH,-0.000153,-0.796372,1.210552,0.000960,0.802571,0.000174
1780621874.019406,959,APPROACH,OK,2,APPROACH,-0.000150,-0.796585,1.210853,0.000965,0.802791,0.000173
1780621874.140472,960,APPROACH,OK,3,SEARCH,-0.000149,-0.796202,1.210038,0.000965,0.802391,0.000173
1780621874.230251,961,APPROACH,OK,2,APPROACH,-0.000149,-0.796132,1.209928,0.000962,0.802321,0.000173
1780621874.350949,962,APPROACH,OK,3,SEARCH,-0.000153,-0.796586,1.210980,0.000962,0.802793,0.000174
1780621874.443485,963,APPROACH,OK,2,APPROACH,-0.000151,-0.796459,1.210651,0.000961,0.802664,0.000173
1780621874.580465,964,APPROACH,OK,3,SEARCH,-0.000149,-0.795107,1.208006,0.000952,0.801261,0.000173
1780621874.671782,965,APPROACH,OK,2,APPROACH,-0.000149,-0.796351,1.210344,0.000965,0.802546,0.000173
1780621874.802374,966,APPROACH,OK,3,SEARCH,-0.000150,-0.795743,1.209208,0.000961,0.801913,0.000175
1780621874.891759,967,APPROACH,OK,3,SEARCH,-0.000150,-0.796070,1.209828,0.000965,0.802251,0.000175
1780621875.014351,968,APPROACH,OK,3,SEARCH,-0.000148,-0.796226,1.210066,0.000966,0.802415,0.000174
1780621875.109206,969,APPROACH,OK,3,SEARCH,-0.000149,-0.795661,1.209029,0.000960,0.801829,0.000174
1780621875.247914,970,APPROACH,OK,3,SEARCH,-0.000150,-0.796504,1.210656,0.000966,0.802705,0.000174
1780621875.319801,971,APPROACH,OK,3,SEARCH,-0.000150,-0.795942,1.209618,0.000961,0.802122,0.000174
1780621875.437532,972,APPROACH,OK,2,APPROACH,-0.000149,-0.796183,1.210024,0.000963,0.802373,0.000173
1780621875.534858,973,APPROACH,OK,2,APPROACH,-0.000151,-0.796575,1.210862,0.000963,0.802783,0.000173
1780621875.652287,974,APPROACH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795861,1.209392,0.000964,0.802033,0.000176
1780621875.741186,975,APPROACH,OK,2,APPROACH,-0.000149,-0.795712,1.209160,0.000956,0.801890,0.000172
1780621875.863245,976,APPROACH,OK,3,SEARCH,-0.000147,-0.795727,1.209087,0.000962,0.801898,0.000173
1780621875.955811,977,APPROACH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795454,1.208675,0.000956,0.801617,0.000174
1780621876.086196,978,APPROACH,OK,2,APPROACH,-0.000149,-0.796279,1.210183,0.000966,0.802471,0.000174
1780621876.171149,979,APPROACH,OK,3,SEARCH,-0.000149,-0.796157,1.209964,0.000964,0.802345,0.000173
1780621876.293894,980,APPROACH,OK,3,SEARCH,-0.000150,-0.796580,1.210802,0.000967,0.802783,0.000174
1780621876.400311,981,APPROACH,OK,2,APPROACH,-0.000151,-0.796588,1.210871,0.000964,0.802795,0.000173
1780621876.510959,982,APPROACH,OK,3,SEARCH,-0.000148,-0.795705,1.209066,0.000961,0.801877,0.000173
1780621876.615588,983,APPROACH,OK,2,APPROACH,-0.000149,-0.796044,1.209782,0.000960,0.802232,0.000173
1780621876.726894,984,APPROACH,OK,3,SEARCH,-0.000153,-0.796444,1.210697,0.000961,0.802645,0.000175
1780621876.817524,985,APPROACH,OK,3,SEARCH,-0.000153,-0.796528,1.210844,0.000962,0.802732,0.000175
1780621876.938462,986,APPROACH,OK,3,SEARCH,-0.000148,-0.796074,1.209791,0.000964,0.802259,0.000173
1780621877.032841,987,APPROACH,OK,3,SEARCH,-0.000151,-0.795133,1.208121,0.000949,0.801291,0.000172
1780621877.151079,988,APPROACH,OK,3,SEARCH,-0.000153,-0.796557,1.210924,0.000961,0.802763,0.000174
1780621877.237645,989,APPROACH,OK,3,SEARCH,-0.000153,-0.796483,1.210775,0.000961,0.802687,0.000174
1780621877.367993,990,APPROACH,OK,3,SEARCH,-0.000149,-0.795944,1.209563,0.000961,0.802126,0.000173
1780621877.487880,991,APPROACH,OK,2,APPROACH,-0.000148,-0.796278,1.210165,0.000967,0.802468,0.000174
1780621877.578438,992,APPROACH,OK,2,APPROACH,-0.000151,-0.796563,1.210867,0.000962,0.802772,0.000173
1780621877.704375,993,APPROACH,OK,3,SEARCH,-0.000147,-0.795482,1.208596,0.000961,0.801644,0.000173
1780621877.793962,994,APPROACH,OK,2,APPROACH,-0.000149,-0.795721,1.209174,0.000956,0.801899,0.000172
1780621877.908858,995,APPROACH,OK,3,SEARCH,-0.000150,-0.795473,1.208707,0.000956,0.801638,0.000174
1780621878.016424,996,APPROACH,OK,2,APPROACH,-0.000149,-0.796298,1.210210,0.000967,0.802489,0.000174
1780621878.123871,997,APPROACH,OK,3,SEARCH,-0.000148,-0.795946,1.209544,0.000962,0.802128,0.000173
1780621878.215077,998,APPROACH,OK,3,SEARCH,-0.000151,-0.795758,1.209301,0.000956,0.801936,0.000173
1780621878.336037,999,APPROACH,OK,3,SEARCH,-0.000152,-0.796339,1.210476,0.000960,0.802537,0.000174
1780621878.430878,1000,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000146,-0.795479,1.208578,0.000962,0.801640,0.000174
1780621878.545834,1001,SEARCH,OK,3,SEARCH,-0.000148,-0.795659,1.208970,0.000961,0.801829,0.000173
1780621878.643186,1002,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795839,1.209418,0.000960,0.802016,0.000174
1780621878.761254,1003,SEARCH,OK,3,SEARCH,-0.000149,-0.796272,1.210178,0.000965,0.802464,0.000173
1780621878.852246,1004,SEARCH,OK,3,SEARCH,-0.000151,-0.795684,1.209174,0.000954,0.801862,0.000172
1780621878.998775,1005,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.796578,1.210807,0.000968,0.802780,0.000174
1780621879.063355,1006,SEARCH,OK,5,INSERT,-0.000149,-0.795758,1.209215,0.000963,0.801926,0.000176
1780621879.195348,1007,SEARCH,OK,3,SEARCH,-0.000149,-0.795947,1.209587,0.000960,0.802131,0.000173
1780621879.283689,1008,SEARCH,OK,3,SEARCH,-0.000149,-0.796242,1.210149,0.000963,0.802435,0.000173
1780621879.409687,1009,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000153,-0.796393,1.210582,0.000962,0.802591,0.000175
1780621879.516452,1010,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000152,-0.796338,1.210463,0.000961,0.802536,0.000174
1780621879.623592,1011,SEARCH,OK,3,SEARCH,-0.000148,-0.796371,1.210333,0.000969,0.802564,0.000174
1780621879.712116,1012,SEARCH,OK,2,APPROACH,-0.000159,-0.796064,1.210278,0.000940,0.802272,0.000171
1780621879.848841,1013,SEARCH,OK,3,SEARCH,-0.000150,-0.796468,1.210645,0.000963,0.802672,0.000173
1780621879.943756,1014,SEARCH,OK,3,SEARCH,-0.000150,-0.796548,1.210784,0.000965,0.802754,0.000173
1780621880.059029,1015,SEARCH,OK,3,SEARCH,-0.000149,-0.795699,1.209109,0.000958,0.801875,0.000172
1780621880.143255,1016,SEARCH,OK,3,SEARCH,-0.000149,-0.796326,1.210306,0.000965,0.802521,0.000173
1780621880.267663,1017,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795631,1.209005,0.000959,0.801799,0.000175
1780621880.359574,1018,SEARCH,OK,3,SEARCH,-0.000149,-0.795884,1.209473,0.000959,0.802067,0.000172
1780621880.503450,1019,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795367,1.208528,0.000953,0.801532,0.000172
1780621880.571824,1020,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795521,1.208799,0.000957,0.801687,0.000174
1780621880.698190,1021,SEARCH,OK,3,SEARCH,-0.000149,-0.795927,1.209574,0.000958,0.802112,0.000172
1780621880.783471,1022,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795872,1.209435,0.000963,0.802047,0.000175
1780621880.910450,1023,SEARCH,OK,3,SEARCH,-0.000149,-0.796366,1.210372,0.000966,0.802561,0.000174
1780621881.026512,1024,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795637,1.208957,0.000962,0.801802,0.000175
1780621881.114391,1025,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795283,1.208275,0.000957,0.801440,0.000173
1780621881.241073,1026,SEARCH,OK,3,SEARCH,-0.000150,-0.796495,1.210652,0.000966,0.802697,0.000173
1780621881.322459,1027,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795225,1.208231,0.000952,0.801385,0.000172
1780621881.449398,1028,SEARCH,OK,3,SEARCH,-0.000148,-0.795853,1.209376,0.000961,0.802032,0.000173
1780621881.563426,1029,SEARCH,OK,3,SEARCH,-0.000150,-0.796047,1.209809,0.000959,0.802236,0.000172
1780621881.676528,1030,SEARCH,OK,5,INSERT,-0.000149,-0.795820,1.209330,0.000963,0.801993,0.000175
1780621881.778855,1031,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795656,1.209004,0.000961,0.801825,0.000174
1780621881.896284,1032,SEARCH,OK,3,SEARCH,-0.000149,-0.796255,1.210182,0.000963,0.802449,0.000173
1780621881.978087,1033,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795410,1.208564,0.000957,0.801572,0.000174
1780621882.098593,1034,SEARCH,OK,3,SEARCH,-0.000148,-0.795705,1.209067,0.000961,0.801877,0.000173
1780621882.192354,1035,SEARCH,OK,3,SEARCH,-0.000149,-0.796219,1.210095,0.000964,0.802411,0.000173
1780621882.315956,1036,SEARCH,OK,5,INSERT,-0.000148,-0.795720,1.209097,0.000964,0.801888,0.000175
1780621882.406479,1037,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795456,1.208620,0.000958,0.801619,0.000174
1780621882.527428,1038,SEARCH,OK,3,SEARCH,-0.000149,-0.796284,1.210236,0.000964,0.802478,0.000173
1780621882.630771,1039,SEARCH,OK,5,INSERT,-0.000149,-0.795855,1.209414,0.000962,0.802031,0.000174
1780621882.744041,1040,SEARCH,OK,3,SEARCH,-0.000148,-0.796283,1.210190,0.000966,0.802475,0.000174
1780621882.844690,1041,SEARCH,OK,3,SEARCH,-0.000150,-0.796384,1.210474,0.000962,0.802584,0.000173
1780621882.969631,1042,SEARCH,OK,2,APPROACH,-0.000159,-0.796184,1.210497,0.000942,0.802395,0.000171
1780621883.073560,1043,SEARCH,OK,3,SEARCH,-0.000148,-0.796334,1.210272,0.000968,0.802526,0.000174
1780621883.216244,1044,SEARCH,OK,3,SEARCH,-0.000149,-0.796407,1.210451,0.000966,0.802604,0.000174
1780621883.327912,1045,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000152,-0.796068,1.209967,0.000957,0.802258,0.000174
1780621883.488891,1046,SEARCH,OK,3,SEARCH,-0.000150,-0.796482,1.210617,0.000966,0.802683,0.000173
1780621883.606502,1047,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.796366,1.210428,0.000963,0.802564,0.000173
1780621883.755752,1048,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795627,1.209005,0.000959,0.801796,0.000175
1780621883.876145,1049,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795760,1.209280,0.000959,0.801934,0.000174
1780621884.032645,1050,SEARCH,OK,3,SEARCH,-0.000149,-0.796299,1.210267,0.000964,0.802494,0.000173
1780621884.160223,1051,SEARCH,OK,3,SEARCH,-0.000149,-0.796173,1.210008,0.000963,0.802363,0.000173
1780621884.307043,1052,SEARCH,OK,3,SEARCH,-0.000149,-0.795914,1.209523,0.000960,0.802097,0.000172
1780621884.435715,1053,SEARCH,OK,3,SEARCH,-0.000148,-0.796287,1.210176,0.000967,0.802477,0.000174
1780621884.578883,1054,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000152,-0.796357,1.210486,0.000963,0.802554,0.000175
1780621884.693263,1055,SEARCH,OK,3,SEARCH,-0.000150,-0.796470,1.210622,0.000964,0.802672,0.000173
1780621884.817845,1056,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795293,1.208307,0.000957,0.801449,0.000174
1780621884.979493,1057,SEARCH,OK,3,SEARCH,-0.000150,-0.796446,1.210582,0.000964,0.802648,0.000173
1780621885.080426,1058,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.796113,1.209921,0.000965,0.802296,0.000175
1780621885.206898,1059,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795524,1.208816,0.000955,0.801693,0.000173
1780621885.305737,1060,SEARCH,OK,3,SEARCH,-0.000149,-0.795999,1.209682,0.000961,0.802185,0.000173
1780621885.471678,1061,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000153,-0.796432,1.210669,0.000961,0.802634,0.000174
1780621885.538162,1062,SEARCH,OK,3,SEARCH,-0.000150,-0.796127,1.209971,0.000960,0.802319,0.000172
1780621885.689013,1063,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795266,1.208249,0.000956,0.801423,0.000173
1780621885.784245,1064,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000151,-0.795415,1.208693,0.000951,0.801583,0.000173
1780621885.919982,1065,SEARCH,OK,3,SEARCH,-0.000150,-0.796602,1.210869,0.000966,0.802808,0.000173
1780621886.023145,1066,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795771,1.209275,0.000961,0.801944,0.000175
1780621886.173760,1067,SEARCH,OK,3,SEARCH,-0.000149,-0.795850,1.209416,0.000958,0.802031,0.000172
1780621886.242825,1068,SEARCH,OK,3,SEARCH,-0.000151,-0.796139,1.210045,0.000957,0.802334,0.000172
1780621886.375875,1069,SEARCH,OK,5,INSERT,-0.000150,-0.795831,1.209412,0.000960,0.802008,0.000174
1780621886.470084,1070,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000152,-0.795105,1.208133,0.000946,0.801265,0.000172
1780621886.609136,1071,SEARCH,OK,3,SEARCH,-0.000150,-0.796296,1.210286,0.000962,0.802492,0.000173
1780621886.703601,1072,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795303,1.208356,0.000955,0.801463,0.000173
1780621886.815126,1073,SEARCH,OK,3,SEARCH,-0.000149,-0.796251,1.210145,0.000965,0.802443,0.000173
1780621886.907096,1074,SEARCH,OK,3,SEARCH,-0.000149,-0.796283,1.210224,0.000964,0.802477,0.000173
1780621887.032601,1075,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795520,1.208727,0.000960,0.801684,0.000174
1780621887.119222,1076,SEARCH,OK,3,SEARCH,-0.000149,-0.795845,1.209393,0.000959,0.802026,0.000173
1780621887.260902,1077,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000147,-0.795409,1.208489,0.000959,0.801570,0.000173
1780621887.333756,1078,SEARCH,OK,5,INSERT,-0.000148,-0.795937,1.209494,0.000968,0.802109,0.000176
1780621887.455053,1079,SEARCH,OK,3,SEARCH,-0.000150,-0.795885,1.209547,0.000955,0.802072,0.000172
1780621887.552824,1080,SEARCH,OK,3,SEARCH,-0.000149,-0.796025,1.209732,0.000961,0.802211,0.000173
1780621887.666240,1081,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795743,1.209224,0.000959,0.801917,0.000174
1780621887.765100,1082,SEARCH,OK,3,SEARCH,-0.000148,-0.796323,1.210265,0.000966,0.802516,0.000174
1780621887.882917,1083,SEARCH,OK,3,SEARCH,-0.000149,-0.795434,1.208605,0.000955,0.801600,0.000173
1780621887.967828,1084,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795995,1.209722,0.000962,0.802177,0.000174
1780621888.108203,1085,SEARCH,OK,3,SEARCH,-0.000149,-0.796260,1.210158,0.000965,0.802452,0.000173
1780621888.186474,1086,SEARCH,OK,3,SEARCH,-0.000148,-0.795995,1.209612,0.000965,0.802175,0.000174
1780621888.327083,1087,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000153,-0.796414,1.210663,0.000960,0.802616,0.000174
1780621888.407723,1088,SEARCH,OK,3,SEARCH,-0.000150,-0.796461,1.210617,0.000964,0.802664,0.000173
1780621888.527165,1089,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795268,1.208246,0.000957,0.801424,0.000173
1780621888.668636,1090,SEARCH,OK,3,SEARCH,-0.000149,-0.796466,1.210578,0.000966,0.802666,0.000173
1780621888.746103,1091,SEARCH,OK,3,SEARCH,-0.000149,-0.796277,1.210186,0.000965,0.802469,0.000173
1780621888.877270,1092,SEARCH,OK,2,APPROACH,-0.000159,-0.796212,1.210555,0.000942,0.802425,0.000171
1780621888.969773,1093,SEARCH,OK,3,SEARCH,-0.000150,-0.796644,1.210951,0.000967,0.802851,0.000174
1780621889.086048,1094,SEARCH,OK,3,SEARCH,-0.000149,-0.796326,1.210283,0.000966,0.802520,0.000174
1780621889.174950,1095,SEARCH,OK,3,SEARCH,-0.000151,-0.795540,1.208916,0.000952,0.801712,0.000173
1780621889.329751,1096,SEARCH,OK,3,SEARCH,-0.000150,-0.796569,1.210797,0.000966,0.802773,0.000173
1780621889.400494,1097,SEARCH,OK,3,SEARCH,-0.000151,-0.796643,1.210996,0.000966,0.802850,0.000174
1780621889.522836,1098,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795559,1.208795,0.000959,0.801727,0.000173
1780621889.614894,1099,SEARCH,OK,3,SEARCH,-0.000149,-0.795839,1.209411,0.000957,0.802021,0.000172
1780621889.734550,1100,SEARCH,OK,3,SEARCH,-0.000148,-0.796318,1.210251,0.000967,0.802510,0.000174
1780621889.822970,1101,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795888,1.209469,0.000963,0.802064,0.000175
1780621889.947413,1102,SEARCH,OK,3,SEARCH,-0.000149,-0.796052,1.209774,0.000962,0.802238,0.000173
1780621890.048822,1103,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795238,1.208198,0.000956,0.801394,0.000173
1780621890.161248,1104,SEARCH,OK,3,SEARCH,-0.000149,-0.796525,1.210694,0.000967,0.802727,0.000174
1780621890.251668,1105,SEARCH,OK,3,SEARCH,-0.000149,-0.796497,1.210638,0.000967,0.802698,0.000174
1780621890.376868,1106,SEARCH,OK,3,SEARCH,-0.000148,-0.796139,1.209872,0.000967,0.802324,0.000174
1780621890.466056,1107,SEARCH,OK,3,SEARCH,-0.000152,-0.796675,1.211106,0.000962,0.802889,0.000172
1780621890.595521,1108,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000150,-0.795749,1.209228,0.000960,0.801921,0.000174
1780621890.689159,1109,SEARCH,OK,3,SEARCH,-0.000148,-0.795997,1.209613,0.000965,0.802178,0.000174
1780621890.819425,1110,SEARCH,OK,3,SEARCH,-0.000149,-0.796103,1.209896,0.000961,0.802293,0.000173
1780621890.898865,1111,SEARCH,OK,5,INSERT,-0.000149,-0.795679,1.209060,0.000962,0.801846,0.000175
1780621891.020540,1112,SEARCH,OK,3,SEARCH,-0.000150,-0.796315,1.210319,0.000963,0.802512,0.000173
1780621891.116218,1113,SEARCH,OK,3,SEARCH,-0.000147,-0.796304,1.210172,0.000970,0.802492,0.000174
1780621891.234129,1114,SEARCH,OK,3,SEARCH,-0.000149,-0.796270,1.210204,0.000964,0.802464,0.000173
1780621891.335931,1115,SEARCH,OK,3,SEARCH,-0.000148,-0.796318,1.210251,0.000967,0.802510,0.000174
1780621891.485419,1116,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000148,-0.795362,1.208436,0.000957,0.801522,0.000173
1780621891.554168,1117,SEARCH,OK,3,SEARCH,-0.000150,-0.796502,1.210666,0.000966,0.802704,0.000173
1780621891.679079,1118,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000149,-0.795332,1.208437,0.000954,0.801494,0.000173
1780621891.774695,1119,SEARCH,OK,3,SEARCH,-0.000148,-0.795993,1.209607,0.000964,0.802174,0.000173
1780621891.889294,1120,SEARCH,OK,3,SEARCH,-0.000148,-0.796347,1.210288,0.000968,0.802539,0.000174
1780621891.985753,1121,SEARCH,OK,3,SEARCH,-0.000149,-0.795253,1.208283,0.000954,0.801411,0.000173
1780621892.110261,1122,SEARCH,OK,3,SEARCH,-0.000150,-0.796543,1.210758,0.000965,0.802747,0.000173
1780621892.238366,1123,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000151,-0.795460,1.208743,0.000954,0.801626,0.000174
1780621892.326901,1124,SEARCH,OK,4,HOVER_ABOVE_HOLE,-0.000151,-0.795466,1.208752,0.000955,0.801631,0.000174
1780621892.455585,1125,SEARCH,OK,3,SEARCH,-0.000151,-0.796479,1.210683,0.000962,0.802684,0.000173
