stamp_s,max_abs_position_error_rad,rms_position_error_rad,joint_1_reference_rad,joint_1_feedback_rad,joint_1_error_rad,joint_2_reference_rad,joint_2_feedback_rad,joint_2_error_rad,joint_3_reference_rad,joint_3_feedback_rad,joint_3_error_rad,joint_4_reference_rad,joint_4_feedback_rad,joint_4_error_rad,joint_5_reference_rad,joint_5_feedback_rad,joint_5_error_rad,joint_6_reference_rad,joint_6_feedback_rad,joint_6_error_rad
2.806000000,0.009874305,0.004428890,0.001305756,0.003663164,-0.002357408,-0.797783491,-0.798922670,0.001139180,1.204716990,1.207475487,-0.002758497,0.000236643,-0.001080294,0.001316937,0.800982196,0.798984761,0.001997435,-0.000148700,0.009725605,-0.009874305
2.812000000,0.007326895,0.004058818,0.001305756,0.003273551,-0.001967795,-0.797783491,-0.798495514,0.000712023,1.204716990,1.205107434,-0.000390444,0.000236643,0.005778180,-0.005541537,0.800982196,0.808309091,-0.007326895,-0.000148700,-0.003298362,0.003149661
2.816000000,0.008568911,0.004014457,0.001305756,0.002734852,-0.001429096,-0.797783491,-0.797535377,-0.000248114,1.204716990,1.203602769,0.001114222,0.000236643,0.002729626,-0.002492984,0.800982196,0.804684713,-0.003702517,-0.000148700,0.008420211,-0.008568911
2.820000000,0.006568800,0.003558983,0.001305756,0.001866522,-0.000560766,-0.797783491,-0.797034129,-0.000749362,1.204716990,1.204255430,0.000461560,0.000236643,-0.002904080,0.003140722,0.800982196,0.794413396,0.006568800,-0.000148700,0.004530601,-0.004679301
2.824000000,0.009201466,0.004044427,0.001305756,0.000337285,0.000968471,-0.797783491,-0.796952017,-0.000831474,1.204716990,1.204573621,0.000143369,0.000236643,0.001757609,-0.001520967,0.800982196,0.797897691,0.003084505,-0.000148700,-0.009350166,0.009201466
2.828000000,0.002934512,0.001737242,0.001305756,-0.000730715,0.002036471,-0.797783491,-0.797375730,-0.000407761,1.204716990,1.206848581,-0.002131591,0.000236643,-0.002697869,0.002934512,0.800982196,0.800870238,0.000111958,-0.000148700,0.000643141,-0.000791841
2.832000000,0.011694714,0.006385404,0.001305756,-0.001510813,0.002816569,-0.797783491,-0.797740896,-0.000042595,1.204716990,1.207672458,-0.002955468,0.000236643,0.001901494,-0.001664851,0.800982196,0.810386057,-0.009403861,-0.000148700,-0.011843414,0.011694714
2.836000000,0.005168082,0.003254237,0.001305756,-0.001545420,0.002851176,-0.797783491,-0.798308938,0.000525448,1.204716990,1.209885072,-0.005168082,0.000236643,-0.002834748,0.003071390,0.800982196,0.805295420,-0.004313223,-0.000148700,0.000474706,-0.000623406
2.839000000,0.008637367,0.004283502,0.001305756,-0.001324279,0.002630035,-0.797783491,-0.798146682,0.000363192,1.204716990,1.209908663,-0.005191672,0.000236643,0.000342928,-0.000106285,0.800982196,0.802195650,-0.001213454,-0.000148700,-0.008786068,0.008637367
2.845000000,0.004740501,0.003688453,0.001305756,-0.000447580,0.001753337,-0.797783491,-0.797096793,-0.000686697,1.204716990,1.209152806,-0.004435816,0.000236643,-0.004448285,0.004684927,0.800982196,0.796241695,0.004740501,-0.000148700,0.003590951,-0.003739651
2.848000000,0.008725433,0.003856745,0.001305756,0.000566829,0.000738927,-0.797783491,-0.795706725,-0.002076766,1.204716990,1.206209141,-0.001492151,0.000236643,0.000309659,-0.000073016,0.800982196,0.803436351,-0.002454155,-0.000148700,-0.008874133,0.008725433
2.852000000,0.004809753,0.003119137,0.001305756,0.002192198,-0.000886441,-0.797783491,-0.794924688,-0.002858803,1.204716990,1.205746764,-0.001029773,0.000236643,-0.004573110,0.004809753,0.800982196,0.797479609,0.003502587,-0.000148700,0.003450369,-0.003599069
2.856000000,0.009605929,0.004635770,0.001305756,0.003280733,-0.001974977,-0.797783491,-0.794134492,-0.003648998,1.204716990,1.203310593,0.001406398,0.000236643,0.001808257,-0.001571614,0.800982196,0.804855778,-0.003873582,-0.000148700,-0.009754629,0.009605929
2.860000000,0.005204234,0.003259509,0.001305756,0.004111633,-0.002805877,-0.797783491,-0.794295762,-0.003487729,1.204716990,1.204846582,-0.000129592,0.000236643,-0.002646030,0.002882673,0.800982196,0.795777962,0.005204234,-0.000148700,0.002732020,-0.002880720
2.864000000,0.010343569,0.004926778,0.001305756,0.004141431,-0.002835675,-0.797783491,-0.794355114,-0.003428377,1.204716990,1.204164342,0.000552648,0.000236643,0.004026067,-0.003789424,0.800982196,0.803029004,-0.002046808,-0.000148700,-0.010492269,0.010343569
2.868000000,0.006697629,0.003383197,0.001305756,0.004001429,-0.002695673,-0.797783491,-0.795151853,-0.002631638,1.204716990,1.206853921,-0.002136931,0.000236643,-0.000350501,0.000587143,0.800982196,0.794284567,0.006697629,-0.000148700,0.002022595,-0.002171296
2.872000000,0.011052718,0.005366151,0.001305756,0.003132609,-0.001826853,-0.797783491,-0.795706389,-0.002077102,1.204716990,1.206955053,-0.002238063,0.000236643,0.006344267,-0.006107625,0.800982196,0.801786636,-0.000804440,-0.000148700,-0.011201418,0.011052718
2.876000000,0.004252233,0.002747292,0.001305756,0.002121912,-0.000816155,-0.797783491,-0.796477526,-0.001305965,1.204716990,1.208423733,-0.003706743,0.000236643,0.003502642,-0.003265999,0.800982196,0.796729963,0.004252233,-0.000148700,0.000503853,-0.000652554
2.880000000,0.007136982,0.003355680,0.001305756,0.000722862,0.000582895,-0.797783491,-0.796962101,-0.000821390,1.204716990,1.208037427,-0.003320436,0.000236643,0.001486199,-0.001249556,0.800982196,0.802721705,-0.001739509,-0.000148700,-0.007285682,0.007136982
2.884000000,0.005774064,0.003883290,0.001305756,-0.000328463,0.001634220,-0.797783491,-0.797714272,-0.000069219,1.204716990,1.208886129,-0.004169139,0.000236643,-0.005537422,0.005774064,0.800982196,0.797315870,0.003666326,-0.000148700,0.004713470,-0.004862170
2.888000000,0.007686278,0.003819945,0.001305756,-0.001154742,0.002460499,-0.797783491,-0.798225465,0.000441975,1.204716990,1.207286560,-0.002569570,0.000236643,-0.000934049,0.001170691,0.800982196,0.804757168,-0.003774972,-0.000148700,-0.007834979,0.007686278
2.892000000,0.002762020,0.001792928,0.001305756,-0.001456264,0.002762020,-0.797783491,-0.798387217,0.000603727,1.204716990,1.205860827,-0.001143837,0.000236643,0.002902761,-0.002666119,0.800982196,0.802566688,-0.001584492,-0.000148700,-0.000754615,0.000605915
2.896000000,0.013149394,0.005824155,0.001305756,-0.001041037,0.002346793,-0.797783491,-0.797756107,-0.000027383,1.204716990,1.204184485,0.000532505,0.000236643,-0.001815597,0.002052240,0.800982196,0.796441852,0.004540344,-0.000148700,0.013000693,-0.013149394
2.900000000,0.002432248,0.001500869,0.001305756,-0.000408393,0.001714150,-0.797783491,-0.797231443,-0.000552047,1.204716990,1.202284742,0.002432248,0.000236643,0.001283095,-0.001046453,0.800982196,0.799958543,0.001023653,-0.000148700,0.001339192,-0.001487892
2.904000000,0.005925707,0.002911144,0.001305756,0.000797626,0.000508130,-0.797783491,-0.797429351,-0.000354139,1.204716990,1.202902772,0.001814218,0.000236643,-0.002339853,0.002576496,0.800982196,0.803310552,-0.002328356,-0.000148700,-0.006074407,0.005925707
2.905000000,0.005097436,0.002520597,0.001305756,0.002254965,-0.000949208,-0.797783491,-0.798413688,0.000630197,1.204716990,1.205963619,-0.001246629,0.000236643,-0.002435451,0.002672094,0.800982196,0.795884760,0.005097436,-0.000148700,0.001315642,-0.001464342
2.912000000,0.011412989,0.005610172,0.001305756,0.003266319,-0.001960563,-0.797783491,-0.798419206,0.000635715,1.204716990,1.205466189,-0.000749199,0.000236643,0.006321167,-0.006084524,0.800982196,0.805075748,-0.004093552,-0.000148700,-0.011561689,0.011412989
2.916000000,0.003437917,0.001851180,0.001305756,0.004063588,-0.002757832,-0.797783491,-0.797701065,-0.000082425,1.204716990,1.205308370,-0.000591380,0.000236643,0.003674560,-0.003437917,0.800982196,0.801756598,-0.000774402,-0.000148700,0.000275648,-0.000424348
2.920000000,0.005727618,0.003198301,0.001305756,0.004394761,-0.003089005,-0.797783491,-0.796905704,-0.000877786,1.204716990,1.205184985,-0.000467995,0.000236643,-0.000181709,0.000418352,0.800982196,0.795254578,0.005727618,-0.000148700,-0.004375128,0.004226428
2.924000000,0.004828028,0.002560019,0.001305756,0.003999407,-0.002693650,-0.797783491,-0.796060457,-0.001723034,1.204716990,1.203026514,0.001690476,0.000236643,0.005064670,-0.004828028,0.800982196,0.801878592,-0.000896396,-0.000148700,-0.001606951,0.001458251
2.928000000,0.012373242,0.006147302,0.001305756,0.003435165,-0.002129409,-0.797783491,-0.796154114,-0.001629376,1.204716990,1.204700025,0.000016965,0.000236643,0.000625324,-0.000388681,0.800982196,0.792839826,0.008142370,-0.000148700,0.012224542,-0.012373242
2.932000000,0.006207469,0.003751742,0.001305756,0.002454570,-0.001148814,-0.797783491,-0.796559811,-0.001223680,1.204716990,1.206571308,-0.001854318,0.000236643,-0.003151676,0.003388319,0.800982196,0.794774727,0.006207469,-0.000148700,0.005160194,-0.005308894
2.936000000,0.009287912,0.004324743,0.001305756,0.000825775,0.000479982,-0.797783491,-0.796932185,-0.000851306,1.204716990,1.206873262,-0.002156272,0.000236643,0.003115893,-0.002879250,0.800982196,0.804455006,-0.003472810,-0.000148700,-0.009436613,0.009287912
2.938000000,0.004068422,0.002394518,0.001305756,-0.000293204,0.001598960,-0.797783491,-0.797541186,-0.000242304,1.204716990,1.208785412,-0.004068422,0.000236643,-0.001315137,0.001551779,0.800982196,0.799241211,0.001740985,-0.000148700,0.002981125,-0.003129825
2.944000000,0.009304185,0.004984282,0.001305756,-0.001124455,0.002430211,-0.797783491,-0.797829784,0.000046293,1.204716990,1.208092630,-0.003375640,0.000236643,0.003569332,-0.003332689,0.800982196,0.806820066,-0.005837870,-0.000148700,-0.009452885,0.009304185
2.948000000,0.003327592,0.002344702,0.001305756,-0.001183049,0.002488805,-0.797783491,-0.797722816,-0.000060675,1.204716990,1.208044582,-0.003327592,0.000236643,-0.001270258,0.001506900,0.800982196,0.802993698,-0.002011502,-0.000148700,0.002916942,-0.003065642
2.952000000,0.006267316,0.003201225,0.001305756,-0.000987292,0.002293048,-0.797783491,-0.797456712,-0.000326778,1.204716990,1.207235444,-0.002518453,0.000236643,0.001628130,-0.001391488,0.800982196,0.798055750,0.002926446,-0.000148700,-0.006416016,0.006267316
2.956000000,0.002898775,0.001675482,0.001305756,-0.000207244,0.001513000,-0.797783491,-0.797109849,-0.000673642,1.204716990,1.205668222,-0.000951232,0.000236643,-0.001376282,0.001612924,0.800982196,0.802462472,-0.001480276,-0.000148700,0.002750075,-0.002898775
2.960000000,0.006400045,0.002771445,0.001305756,0.000801442,0.000504314,-0.797783491,-0.797184758,-0.000598733,1.204716990,1.204869134,-0.000152144,0.000236643,0.001572380,-0.001335737,0.800982196,0.799337597,0.001644599,-0.000148700,-0.006548746,0.006400045
2.964000000,0.002864199,0.001899963,0.001305756,0.002333920,-0.001028164,-0.797783491,-0.797174332,-0.000609159,1.204716990,1.203425334,0.001291657,0.000236643,-0.001390788,0.001627430,0.800982196,0.803846395,-0.002864199,-0.000148700,0.002628062,-0.002776763
2.968000000,0.006436683,0.003161738,0.001305756,0.003472935,-0.002167179,-0.797783491,-0.797981829,0.000198338,1.204716990,1.204317900,0.000399090,0.000236643,0.001561865,-0.001325222,0.800982196,0.797532971,0.003449225,-0.000148700,-0.006585383,0.006436683
2.971000000,0.002931093,0.001810878,0.001305756,0.004236849,-0.002931093,-0.797783491,-0.798401390,0.000617899,1.204716990,1.204995183,-0.000278193,0.000236643,-0.001168129,0.001404771,0.800982196,0.800248669,0.000733527,-0.000148700,0.002699762,-0.002848462
2.976000000,0.010544996,0.006484287,0.001305756,0.004268566,-0.002962810,-0.797783491,-0.797844175,0.000060684,1.204716990,1.203116941,0.001600049,0.000236643,0.005289175,-0.005052533,0.800982196,0.811527192,-0.010544996,-0.000148700,-0.010356969,0.010208269
