elapsed_sec,contact_state,force_x_n,force_y_n,force_z_n,torque_x_nm,torque_y_nm,torque_z_nm,force_magnitude_n,torque_magnitude_nm
0.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.689,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
0.888,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.088,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.289,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.489,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.688,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1.890,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.087,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.288,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.688,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
2.888,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.089,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.288,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.688,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
3.889,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.088,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.289,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.688,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
4.889,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.088,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.287,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.683,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.688,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
5.888,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.088,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.287,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.690,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
6.888,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.089,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.288,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.689,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
7.889,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.088,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.288,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.690,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
8.888,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.090,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.288,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.688,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
9.889,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.088,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.289,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.488,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.690,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
10.890,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.089,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.288,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.489,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.691,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
11.889,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.089,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
12.288,no_contact,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
