stamp_s,max_abs_position_error_rad,rms_position_error_rad,joint_1_reference_rad,joint_1_feedback_rad,joint_1_error_rad,joint_2_reference_rad,joint_2_feedback_rad,joint_2_error_rad,joint_3_reference_rad,joint_3_feedback_rad,joint_3_error_rad,joint_4_reference_rad,joint_4_feedback_rad,joint_4_error_rad,joint_5_reference_rad,joint_5_feedback_rad,joint_5_error_rad,joint_6_reference_rad,joint_6_feedback_rad,joint_6_error_rad
2.601000000,0.006562039,0.003674596,-0.000994749,-0.000711497,-0.000283252,-0.798861165,-0.800953304,0.002092139,1.202647806,1.199468478,0.003179328,0.000586784,0.001947486,-0.001360702,0.803755717,0.799114739,0.004640978,0.009715461,0.003153422,0.006562039
2.604000000,0.004053529,0.002480459,-0.000994749,-0.000483278,-0.000511471,-0.798861165,-0.799979171,0.001118006,1.202647806,1.199168151,0.003479656,0.000586784,-0.001179014,0.001765798,0.803755717,0.801819905,0.001935812,0.009715461,0.013768990,-0.004053529
2.608000000,0.008405201,0.004131991,-0.000994749,-0.000883080,-0.000111670,-0.798861165,-0.799628030,0.000766865,1.202647806,1.201074827,0.001572979,0.000586784,0.001859301,-0.001272517,0.803755717,0.795350516,0.008405201,0.009715461,0.004509830,0.005205631
2.612000000,0.018682478,0.008453936,-0.000994749,-0.001261434,0.000266685,-0.798861165,-0.799168296,0.000307131,1.202647806,1.201230941,0.001416865,0.000586784,0.009283430,-0.008696646,0.803755717,0.802350493,0.001405224,0.009715461,-0.008967017,0.018682478
2.616000000,0.006820860,0.004143435,-0.000994749,-0.000854100,-0.000140649,-0.798861165,-0.798977481,0.000116316,1.202647806,1.202961872,-0.000314066,0.000586784,0.004751496,-0.004164712,0.803755717,0.796934857,0.006820860,0.009715461,0.003469870,0.006245591
2.620000000,0.013359058,0.005490702,-0.000994749,-0.000040235,-0.000954515,-0.798861165,-0.798552797,-0.000308369,1.202647806,1.202890068,-0.000242262,0.000586784,0.000932974,-0.000346190,0.803755717,0.802643202,0.001112515,0.009715461,-0.003643597,0.013359058
2.624000000,0.007472092,0.003849908,-0.000994749,0.000398366,-0.001393115,-0.798861165,-0.798473173,-0.000387992,1.202647806,1.203176405,-0.000528598,0.000586784,0.003952560,-0.003365777,0.803755717,0.799351242,0.004404475,0.009715461,0.002243368,0.007472092
2.630000000,0.011801091,0.005391329,-0.000994749,0.000505377,-0.001500127,-0.798861165,-0.798560286,-0.000300879,1.202647806,1.203973667,-0.001325860,0.000586784,0.001248898,-0.000662114,0.803755717,0.791954626,0.011801091,0.009715461,0.015246789,-0.005531329
2.633000000,0.007591114,0.004723111,-0.000994749,-0.000098087,-0.000896663,-0.798861165,-0.798441053,-0.000420112,1.202647806,1.202300207,0.000347600,0.000586784,0.008148735,-0.007561951,0.803755717,0.799520482,0.004235235,0.009715461,0.002124347,0.007591114
2.637000000,0.009624792,0.004669462,-0.000994749,-0.000854918,-0.000139831,-0.798861165,-0.798731893,-0.000129272,1.202647806,1.202601685,0.000046121,0.000586784,0.005200068,-0.004613284,0.803755717,0.794130925,0.009624792,0.009715461,0.013822263,-0.004106803
2.640000000,0.004158184,0.002176597,-0.000994749,-0.001413017,0.000418268,-0.798861165,-0.798848670,-0.000012495,1.202647806,1.201516978,0.001130828,0.000586784,0.001612413,-0.001025630,0.803755717,0.799597533,0.004158184,0.009715461,0.006777917,0.002937544
2.644000000,0.013659940,0.006509939,-0.000994749,-0.001654422,0.000659672,-0.798861165,-0.799316422,0.000455257,1.202647806,1.201043783,0.001604024,0.000586784,0.004245593,-0.003658809,0.803755717,0.796608712,0.007147005,0.009715461,-0.003944479,0.013659940
2.648000000,0.004491929,0.002445779,-0.000994749,-0.001283604,0.000288855,-0.798861165,-0.799640327,0.000779162,1.202647806,1.199784906,0.002862900,0.000586784,0.001161542,-0.000574758,0.803755717,0.801206894,0.002548823,0.009715461,0.005223531,0.004491929
2.655000000,0.013799122,0.006432702,-0.000994749,-0.000653557,-0.000341192,-0.798861165,-0.800305466,0.001444301,1.202647806,1.199150339,0.003497468,0.000586784,0.004084999,-0.003498215,0.803755717,0.798170923,0.005584794,0.009715461,-0.004083661,0.013799122
2.657000000,0.004545456,0.003055777,-0.000994749,-0.000035841,-0.000958909,-0.798861165,-0.801255761,0.002394596,1.202647806,1.199402352,0.003245454,0.000586784,0.001039075,-0.000452291,0.803755717,0.799516105,0.004239612,0.009715461,0.005170004,0.004545456
